from_politician_id,from_name,from_rushid,to_politician_id,to_name,to_rushid,relation,source
Q4666575,Abel Henry Smith,1823,Q4666623,Abel Smith,,father,wikidata
Q4666575,Abel Henry Smith,1823,Q4666622,Abel Smith,,grandparent,wikidata
Q4666622,Abel Smith,6467,Q4666623,Abel Smith,,child,wikidata
Q4666623,Abel Smith,867,Q4666575,Abel Henry Smith,,child,wikidata
Q4666622,Abel Smith,6467,Q7342786,"Robert Carrington, 2nd Baron Carrington",7218,cousin,rush
Q4666622,Abel Smith,6467,Q7412657,Samuel Smith,,father,wikidata
Q4666623,Abel Smith,867,Q4666622,Abel Smith,,father,wikidata
Q4666622,Abel Smith,6467,Q4666575,Abel Henry Smith,,grandchild,wikidata
Q4666623,Abel Smith,867,Q7412657,Samuel Smith,,grandparent,wikidata
Q4678809,Adam Butler,9171,Q182035,RAB Butler,,father,wikidata
Q26208214,Addison Cresswell,3626,Q5184522,Cresswell Cresswell,,sibling,wikidata
Q4681850,"Adelbert Brownlow-Cust, 3rd Earl Brownlow",6694,Q13529877,Henry Cockayne-Cust,1442,cousin,rush
Q4681850,"Adelbert Brownlow-Cust, 3rd Earl Brownlow",6694,Q6231485,"John Egerton, Viscount Alford",,father,wikidata
Q4697105,"Ailwyn Fellowes, 1st Baron Ailwyn",1868,Q5342877,"Edward Fellowes, 1st Baron de Ramsey",,father,wikidata
Q4697105,"Ailwyn Fellowes, 1st Baron Ailwyn",1868,Q8008975,"William Fellowes, 2nd Baron de Ramsey",,sibling,wikidata
Q16031440,Alan Coulston Gardner,7405,Q5734170,"Herbert Gardner, 1st Baron Burghclere",,sibling,wikidata
Q4706577,"Alan Egerton, 3rd Baron Egerton",1787,Q8008502,"William Egerton, 1st Baron Egerton",,father,wikidata
Q4706577,"Alan Egerton, 3rd Baron Egerton",1787,Q7619928,"Wilbraham Egerton, 1st Earl Egerton",,sibling,wikidata
Q4707145,"Alan Lennox-Boyd, 1st Viscount Boyd of Merton",4701,Q13529970,Mark Lennox-Boyd,,child,wikidata
Q4709004,"Alban Gibbs, 2nd Baron Aldenham",2062,Q5928148,"Hucks Gibbs, 1st Baron Aldenham",,father,wikidata
Q4709004,"Alban Gibbs, 2nd Baron Aldenham",2062,Q7924986,Vicary Gibbs,,sibling,wikidata
Q4709792,Albert Brassey,1930,Q7342109,Robert Brassey,,child,wikidata
Q4709792,Albert Brassey,1930,Q11802543,"Henry Brassey, 1st Baron Brassey of Apethorpe",,nephew/niece,wikidata
Q4709792,Albert Brassey,1930,Q337691,"Thomas Brassey, 1st Earl Brassey",,sibling,wikidata
Q4709792,Albert Brassey,1930,Q5718544,Henry Brassey,,sibling,wikidata
Q4710027,"Albert Denison, 1st Baron Londesborough",6672,Q8007758,"William Denison, 1st Earl of Londesborough",,child,wikidata
Q333336,"Albert Grey, 4th Earl Grey",1738,Q5078440,Charles Grey,,father,wikidata
Q4710526,"Albert Illingworth, 1st Baron Illingworth",7711,Q7167413,Percy Illingworth,,sibling,wikidata
Q3610747,"Alexander Baillie-Cochrane, 1st Baron Lamington",1150,Q1063964,"Charles Cochrane-Baillie, 2nd Baron Lamington",,child,wikidata
Q3610747,"Alexander Baillie-Cochrane, 1st Baron Lamington",1150,Q7791336,Thomas Cochrane,,father,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q5480129,"Francis Baring, 3rd Baron Ashburton",,child,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q4914194,"Bingham Baring, 2nd Baron Ashburton",,child,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q4718311,"Alexander Baring, 4th Baron Ashburton",,grandchild,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q7787384,Thomas Baring,,nephew/niece,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q3750914,"Francis Baring, 1st Baron Northbrook",,nephew/niece,wikidata
Q652514,"Alexander Baring, 1st Baron Ashburton",6533,Q7529038,"Sir Thomas Baring, 2nd Baronet",,sibling,wikidata
Q4718311,"Alexander Baring, 4th Baron Ashburton",6534,Q5622068,Guy Baring,,child,wikidata
Q4718311,"Alexander Baring, 4th Baron Ashburton",6534,Q5480129,"Francis Baring, 3rd Baron Ashburton",,father,wikidata
Q4718311,"Alexander Baring, 4th Baron Ashburton",6534,Q652514,"Alexander Baring, 1st Baron Ashburton",,grandparent,wikidata
Q4718311,"Alexander Baring, 4th Baron Ashburton",6534,Q4914194,"Bingham Baring, 2nd Baron Ashburton",,uncle/aunt,wikidata
Q1739864,Alexander Beresford Hope,1213,Q15990054,Henry Hope,,sibling,wikidata
Q4718571,Alexander Charles Barclay,1164,Q5231112,David Barclay,,father,wikidata
Q26691316,Alexander Dennistoun,3727,Q25927607,John Dennistoun,,sibling,wikidata
Q332552,"Alexander Duff, 1st Duke of Fife",2524,Q11309157,"James Duff, 5th Earl Fife",,father,wikidata
Q26678464,Alexander Ellice,6751,Q5342758,Edward Ellice,,nephew/niece,wikidata
Q26678464,Alexander Ellice,6751,Q157691,Edward Ellice,,sibling,wikidata
Q4718909,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",26,Q26250760,"Sir Alexander Fuller-Acland-Hood, 3rd Baronet",,father,wikidata
Q4718909,"Alexander Fuller-Acland-Hood, 1st Baron St Audries",26,Q26701549,"Sir Alexander Hood, 2nd Baronet",,grandparent,wikidata
Q4719056,Alexander Hamilton-Gordon,1699,Q5301898,Douglas Proby,,nephew/niece,wikidata
Q4719056,Alexander Hamilton-Gordon,1699,Q6679103,Lord Claud Hamilton,,sibling,wikidata
Q4719056,Alexander Hamilton-Gordon,1699,Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",,sibling,wikidata
Q4719056,Alexander Hamilton-Gordon,1699,Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",,sibling,wikidata
Q26257507,Alexander Hastie,4281,Q21541762,Archibald Hastie,4280,cousin,rush
Q4719112,"Alexander Henderson, 1st Baron Faringdon",7659,Q5660994,Harold Henderson,,child,wikidata
Q3012172,Alexander Hope,9103,Q5546317,George William Hope,,child,wikidata
Q4719558,Alexander Martin Sullivan,913,Q3991506,Timothy Daniel Sullivan,,sibling,wikidata
Q4719716,"Alexander Murray, 1st Baron Murray of Elibank",7590,Q5559635,"Gideon Oliphant-Murray, 2nd Viscount Elibank",,sibling,wikidata
Q4719716,"Alexander Murray, 1st Baron Murray of Elibank",7590,Q4799794,"Arthur Murray, 3rd Viscount Elibank",,sibling,wikidata
Q4720072,"Alexander Shaw, 2nd Baron Craigmyle",7718,Q1765791,"Thomas Shaw, 1st Baron Craigmyle",,father,wikidata
Q26758594,Alexander Speirs,7232,Q4720126,Alexander Speirs,7231,cousin,rush
Q4720126,Alexander Speirs,7231,Q26758594,Alexander Speirs,7232,cousin,rush
Q2833209,Alexander Staveley Hill,2274,Q26085159,Henry Staveley-Hill,,child,wikidata
Q18619569,Alexander Whitelaw,1037,Q26690007,Graeme Whitelaw,,child,wikidata
Q18619569,Alexander Whitelaw,1037,Q8020294,William Whitelaw,,child,wikidata
Q336911,Alf Morris,8382,Q333326,"Estelle Morris, Baroness Morris of Yardley",,nephew/niece,wikidata
Q336911,Alf Morris,8382,Q5081098,Charles Morris,,sibling,wikidata
Q4722280,Alfred Baldwin,2110,Q166635,Stanley Baldwin,,child,wikidata
Q4722280,Alfred Baldwin,2110,Q4090718,"Oliver Baldwin, 2nd Earl Baldwin of Bewdley",,grandchild,wikidata
Q4683988,Alfred Bossom,3266,Q5134501,Clive Bossom,,child,wikidata
Q4722620,Alfred Egerton,1542,Q5538925,"George Egerton, 2nd Earl of Ellesmere",,father,wikidata
Q4722620,Alfred Egerton,1542,Q1149445,"Francis Egerton, 1st Earl of Ellesmere",,grandparent,wikidata
Q4722620,Alfred Egerton,1542,Q5480848,Francis Egerton,,uncle/aunt,wikidata
Q4722620,Alfred Egerton,1542,Q4724140,Algernon Egerton,,uncle/aunt,wikidata
Q4722710,Alfred Gathorne-Hardy,1667,Q5527395,"Gathorne Gathorne-Hardy, 1st Earl of Cranbrook",,father,wikidata
Q4722710,Alfred Gathorne-Hardy,1667,Q6237751,John Hardy,,grandparent,wikidata
Q4722710,Alfred Gathorne-Hardy,1667,Q13529906,"John Gathorne-Hardy, 2nd Earl of Cranbrook",,sibling,wikidata
Q4722710,Alfred Gathorne-Hardy,1667,Q7527819,"Sir John Hardy, 1st Baronet",,uncle/aunt,wikidata
Q4722730,Alfred Giles,1679,Q5083069,Charles Tyrrell Giles,,child,wikidata
Q334106,Alfred Knox,7736,Q5339887,Edmund Vesey Knox,,sibling,wikidata
Q3395941,Alfred Lyttelton,4810,Q2892622,"Oliver Lyttelton, 1st Viscount Chandos",,child,wikidata
Q3395941,Alfred Lyttelton,4810,Q6245664,"John Lyttelton, 9th Viscount Cobham",,nephew/niece,wikidata
Q3395941,Alfred Lyttelton,4810,Q1026930,"Charles Lyttelton, 8th Viscount Cobham",,sibling,wikidata
Q333591,"Alfred Mond, 1st Baron Melchett",5087,Q5725940,"Henry Mond, 2nd Baron Melchett",,child,wikidata
Q4723284,Alfred Percy Allsopp,1109,Q5717273,"Henry Allsopp, 1st Baron Hindlip",,father,wikidata
Q4723284,Alfred Percy Allsopp,1109,Q5540593,George Allsopp,,sibling,wikidata
Q4723284,Alfred Percy Allsopp,1109,Q7410754,"Samuel Allsopp, 2nd Baron Hindlip",,sibling,wikidata
Q4723426,Alfred Seymour,7196,Q16063838,Henry Danby Seymour,,sibling,wikidata
Q4723580,Alfred Waldron Smithers,5781,Q7961641,Waldron Smithers,,child,wikidata
Q19308194,Alfred Welby,2061,Q7526983,"Sir Glynne Welby, 3rd Baronet",,father,wikidata
Q19308194,Alfred Welby,2061,Q13530066,"Sir Charles Welby, 5th Baronet",,nephew/niece,wikidata
Q19308194,Alfred Welby,2061,Q7529817,"Sir William Welby-Gregory, 4th Baronet",,sibling,wikidata
Q21545376,Alfred Wigram,1048,Q5497775,Frederick Fitzwygram,1612,cousin,rush
Q4724136,"Algernon Borthwick, 1st Baron Glenesk",1246,Q7172892,Peter Borthwick,,father,wikidata
Q4724140,Algernon Egerton,1543,Q1149445,"Francis Egerton, 1st Earl of Ellesmere",,father,wikidata
Q4724140,Algernon Egerton,1543,Q4722620,Alfred Egerton,,nephew/niece,wikidata
Q4724140,Algernon Egerton,1543,Q5538925,"George Egerton, 2nd Earl of Ellesmere",,sibling,wikidata
Q4724140,Algernon Egerton,1543,Q5480848,Francis Egerton,,sibling,wikidata
Q4724146,"Algernon Greville, 2nd Baron Greville",1736,Q7364912,Ronald Greville,,child,wikidata
Q4724146,"Algernon Greville, 2nd Baron Greville",1736,Q5507949,"Fulke Greville-Nugent, 1st Baron Greville",,father,wikidata
Q4724146,"Algernon Greville, 2nd Baron Greville",1736,Q26756818,George Greville-Nugent,,sibling,wikidata
Q4724146,"Algernon Greville, 2nd Baron Greville",1736,Q16063606,Reginald Greville-Nugent,,sibling,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q6678906,Lord Algernon Percy,,child,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q762750,"Henry Percy, 7th Duke of Northumberland",,child,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q6259508,"John Stuart-Wortley, 2nd Baron Wharncliffe",6262,cousin,rush
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q5726862,"Henry Percy, Earl Percy",,grandchild,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",,grandchild,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q6679347,Lord Henry Percy,,sibling,wikidata
Q337686,"Algernon Percy, 6th Duke of Northumberland",4761,Q3810119,Lord Josceline Percy,,sibling,wikidata
Q4724183,Algernon Tollemache,971,Q5498871,Frederick Tollemache,,sibling,wikidata
Q4731527,"Allen Bathurst, 6th Earl Bathurst",1186,Q4888257,Benjamin Bathurst,,child,wikidata
Q4733782,"Almeric Paget, 1st Baron Queenborough",7519,Q369723,Lord Alfred Paget,,father,wikidata
Q478812,Anas Sarwar,10134,Q334072,Mohammad Sarwar,,father,wikidata
Q4757523,Andrew Johnston,6457,Q4757522,Andrew Johnston,,child,wikidata
Q4757522,Andrew Johnston,2366,Q4757523,Andrew Johnston,,father,wikidata
Q333261,Andrew Mitchell,9379,Q5237629,David Mitchell,,father,wikidata
Q4761765,Aneurin Williams,7741,Q7164658,Penry Williams,,sibling,wikidata
Q4764262,Angus Hambro,7743,Q5077407,Charles Hambro,,sibling,wikidata
Q4764135,"Angus Holden, 1st Baron Holden",2289,Q3154745,"Sir Isaac Holden, 1st Baronet",,father,wikidata
Q332890,Angus Maude,9210,Q333986,Francis Maude,,child,wikidata
Q4766346,Ann Cryer,222,Q291615,John Cryer,,child,wikidata
Q564093,Annabelle Ewing,4172,Q334015,Winnie Ewing,,mother,wikidata
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",6302,Q1147508,Evelyn Ashley,,child,wikidata
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",6302,Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",,child,wikidata
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",6302,Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",,grandchild,wikidata
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",6302,Q16066161,Anthony Henry Ashley-Cooper,,sibling,wikidata
Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",6302,Q22343752,Anthony John Ashley-Cooper,,sibling,wikidata
Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",6303,Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",,father,wikidata
Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",6303,Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",,nephew/niece,wikidata
Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",6303,Q1147508,Evelyn Ashley,,sibling,wikidata
Q4772112,Anthony Berry,9062,Q6555534,"Lionel Berry, 2nd Viscount Kemsley",,sibling,wikidata
Q15054299,"Anthony Greenwood, Baron Greenwood of Rossendale",4163,Q333174,Arthur Greenwood,,father,wikidata
Q16066161,Anthony Henry Ashley-Cooper,8998,Q1147508,Evelyn Ashley,,nephew/niece,wikidata
Q16066161,Anthony Henry Ashley-Cooper,8998,Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",,nephew/niece,wikidata
Q16066161,Anthony Henry Ashley-Cooper,8998,Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",,sibling,wikidata
Q16066161,Anthony Henry Ashley-Cooper,8998,Q22343752,Anthony John Ashley-Cooper,,sibling,wikidata
Q4772767,"Anthony Hurd, Baron Hurd",4458,Q337375,Douglas Hurd,,child,wikidata
Q4772767,"Anthony Hurd, Baron Hurd",4458,Q7167412,Percy Hurd,,father,wikidata
Q4772767,"Anthony Hurd, Baron Hurd",4458,Q691299,Nick Hurd,,grandchild,wikidata
Q22343752,Anthony John Ashley-Cooper,,Q1147508,Evelyn Ashley,,nephew/niece,wikidata
Q22343752,Anthony John Ashley-Cooper,,Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",,nephew/niece,wikidata
Q22343752,Anthony John Ashley-Cooper,,Q16066161,Anthony Henry Ashley-Cooper,,sibling,wikidata
Q22343752,Anthony John Ashley-Cooper,,Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",,sibling,wikidata
Q4772933,Anthony Lefroy,2445,Q2599142,Thomas Langlois Lefroy,,father,wikidata
Q18526520,Anthony Maitland,,Q6138829,"James Maitland, 9th Earl of Lauderdale",,sibling,wikidata
Q4786226,Archibald Boyd-Carpenter,3247,Q333334,"John Boyd-Carpenter, Baron Boyd-Carpenter",,child,wikidata
Q4786278,Archibald Cochrane,7747,Q377175,"Thomas Cochrane, 1st Baron Cochrane of Cults",,father,wikidata
Q4786274,"Archibald Corbett, 1st Baron Rowallan",2917,Q7791928,Thomas Lorimer Corbett,,sibling,wikidata
Q21541762,Archibald Hastie,4280,Q26257507,Alexander Hastie,4281,cousin,rush
Q4786374,Archibald James,7752,Q5235553,David James,,child,wikidata
Q20054043,Archibald Stirling,5879,Q334215,"Sir William Stirling-Maxwell, 9th Baronet",,father,wikidata
Q20054043,Archibald Stirling,5879,Q7528094,"Sir John Stirling-Maxwell, 10th Baronet",,sibling,wikidata
Q4786553,"Archibald Williamson, 1st Baron Forres",7746,Q7610865,Stephen Williamson,,father,wikidata
Q4795125,"Arnold Keppel, 8th Earl of Albemarle",1303,Q628089,"William Keppel, 7th Earl of Albemarle",,father,wikidata
Q4795125,"Arnold Keppel, 8th Earl of Albemarle",1303,Q652281,"George Keppel, 6th Earl of Albemarle",,grandparent,wikidata
Q4795181,Arnold Morley,2632,Q7412225,Samuel Morley,,father,wikidata
Q4795181,Arnold Morley,2632,Q15990183,Charles Morley,,sibling,wikidata
Q19008,Arthur Balfour,2186,Q4381482,"James Gascoyne-Cecil, 4th Marquess of Salisbury",1873,cousin,rush
Q19008,Arthur Balfour,2186,Q6138831,James Maitland Balfour,,father,wikidata
Q19008,Arthur Balfour,2186,Q17308768,James Balfour,,grandparent,wikidata
Q19008,Arthur Balfour,2186,Q2917086,"Gerald Balfour, 2nd Earl of Balfour",,sibling,wikidata
Q4797999,Arthur Bignold,3202,Q7410921,Samuel Bignold,,father,wikidata
Q4798072,Arthur Brand,2903,Q336732,"Henry Brand, 1st Viscount Hampden",,father,wikidata
Q4798072,Arthur Brand,2903,Q3132661,"Henry Brand, 2nd Viscount Hampden",,sibling,wikidata
Q7526056,Arthur Cowell-Stepney,2838,Q6227380,John Cowell-Stepney,,father,wikidata
Q4798455,"Arthur Dewar, Lord Dewar",7463,Q6229296,"John Dewar, 1st Baron Forteviot",,sibling,wikidata
Q4798455,"Arthur Dewar, Lord Dewar",7463,Q38367,"Thomas Dewar, 1st Baron Dewar",,sibling,wikidata
Q4798519,Arthur Duncombe,6439,Q4798520,Arthur Duncombe,,child,wikidata
Q4798519,Arthur Duncombe,6439,Q890109,Thomas Slingsby Duncombe,3350,cousin,rush
Q4798520,Arthur Duncombe,1522,Q4798519,Arthur Duncombe,,father,wikidata
Q4798519,Arthur Duncombe,6439,Q8008114,"William Duncombe, 1st Earl of Feversham",,nephew/niece,wikidata
Q4798519,Arthur Duncombe,6439,Q8008115,"William Duncombe, 2nd Baron Feversham",,sibling,wikidata
Q4798519,Arthur Duncombe,6439,Q7076834,Octavius Duncombe,,sibling,wikidata
Q4798589,Arthur Elliot,2043,Q7620964,"William Elliot-Murray-Kynynmound, 3rd Earl of Minto",,father,wikidata
Q4798589,Arthur Elliot,2043,Q5930668,Hugh Elliot,,sibling,wikidata
Q4798743,Arthur Frederick Jeffreys,1822,Q5541083,"George Jeffreys, 1st Baron Jeffreys",,child,wikidata
Q4798751,"Arthur French, 1st Baron de Freyne",,Q5455737,Fitzstephen French,,sibling,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q334165,Arthur Peel,,father,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q181875,Robert Peel,,grandparent,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q7509271,Sidney Peel,,sibling,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q2920090,"William Peel, 1st Earl Peel",,sibling,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q5498541,Frederick Peel,,uncle/aunt,wikidata
Q4798804,Arthur George Villiers Peel,7615,Q4685934,"Sir Robert Peel, 3rd Baronet",,uncle/aunt,wikidata
Q333174,Arthur Greenwood,4166,Q15054299,"Anthony Greenwood, Baron Greenwood of Rossendale",,child,wikidata
Q4798916,Arthur Guest,1748,Q6242277,John Josiah Guest,,father,wikidata
Q4798916,Arthur Guest,1748,Q6904116,Montague Guest,,sibling,wikidata
Q333974,"Arthur Guinness, 1st Baron Ardilaun",1750,Q334284,Benjamin Guinness,,father,wikidata
Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",6826,Q5301898,Douglas Proby,,nephew/niece,wikidata
Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",6826,Q4719056,Alexander Hamilton-Gordon,,sibling,wikidata
Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",6826,Q4702898,"George Hamilton-Gordon, 5th Earl of Aberdeen",,sibling,wikidata
Q335510,"Arthur Hamilton-Gordon, 1st Baron Stanmore",6826,Q6679103,Lord Claud Hamilton,,sibling,wikidata
Q4798999,"Arthur Hayter, 1st Baron Haversham",2046,Q7529624,"Sir William Hayter, 1st Baronet",,father,wikidata
Q4799005,Arthur Heath,7384,Q26719445,Robert Heath,,father,wikidata
Q4799005,Arthur Heath,7384,Q7527435,"Sir James Heath, 1st Baronet",,sibling,wikidata
Q208665,Arthur Henderson,7755,Q8011845,"William Henderson, 1st Baron Henderson",,child,wikidata
Q208665,Arthur Henderson,7755,Q4799010,"Arthur Henderson, Baron Rowley",,child,wikidata
Q4799010,"Arthur Henderson, Baron Rowley",8398,Q208665,Arthur Henderson,,father,wikidata
Q4799010,"Arthur Henderson, Baron Rowley",8398,Q8011845,"William Henderson, 1st Baron Henderson",,sibling,wikidata
Q6678928,Arthur Hill,2275,Q4799074,Arthur Hill,,child,wikidata
Q6678928,Arthur Hill,2275,Q4799073,"Arthur Hill, 4th Marquess of Downshire",,father,wikidata
Q4799074,Arthur Hill,2153,Q6678928,Arthur Hill,,father,wikidata
Q4799074,Arthur Hill,2153,Q4799073,"Arthur Hill, 4th Marquess of Downshire",,grandparent,wikidata
Q4799073,"Arthur Hill, 4th Marquess of Downshire",4368,Q6678928,Arthur Hill,,child,wikidata
Q4799073,"Arthur Hill, 4th Marquess of Downshire",4368,Q4799074,Arthur Hill,,grandchild,wikidata
Q4799073,"Arthur Hill, 4th Marquess of Downshire",4368,Q5346516,"Edwin Hill-Trevor, 1st Baron Trevor",,sibling,wikidata
Q4799090,Arthur Hobhouse,7760,Q5723083,Henry Hobhouse,,father,wikidata
Q3073452,"Arthur Hope, 2nd Baron Rankeillour",9153,Q3072297,"James Hope, 1st Baron Rankeillour",,father,wikidata
Q4799244,Arthur Jared Palmer Howard,8405,Q5294526,"Donald Howard, 3rd Baron Strathcona and Mount Royal",,sibling,wikidata
Q4799273,Arthur John Williams,1050,Q5361224,Eliot Crawshay-Williams,,child,wikidata
Q4799620,Arthur MacMorrough Kavanagh,2377,Q7965529,Walter MacMurrough Kavanagh,,child,wikidata
Q4799620,Arthur MacMorrough Kavanagh,2377,Q25863363,Thomas Kavanagh,,father,wikidata
Q4799734,"Arthur Mills, 3rd Baron Hillingdon",7618,Q5080955,"Charles Mills, 2nd Baron Hillingdon",,father,wikidata
Q4799734,"Arthur Mills, 3rd Baron Hillingdon",7618,Q5080952,"Charles Mills, 1st Baron Hillingdon",,grandparent,wikidata
Q4799734,"Arthur Mills, 3rd Baron Hillingdon",7618,Q5082918,Charles Thomas Mills,,sibling,wikidata
Q4799783,"Arthur Moyses William Hill, 2nd Baron Sandys",6891,Q6758436,"Marcus Sandys, 3rd Baron Sandys",,sibling,wikidata
Q4799783,"Arthur Moyses William Hill, 2nd Baron Sandys",6891,Q24153864,George Hill,,sibling,wikidata
Q4799794,"Arthur Murray, 3rd Viscount Elibank",7757,Q5559635,"Gideon Oliphant-Murray, 2nd Viscount Elibank",,sibling,wikidata
Q4799794,"Arthur Murray, 3rd Viscount Elibank",7757,Q4719716,"Alexander Murray, 1st Baron Murray of Elibank",,sibling,wikidata
Q4799859,Arthur O'Neill,7610,Q5344670,"Edward O'Neill, 2nd Baron O'Neill",,father,wikidata
Q4799859,Arthur O'Neill,7610,Q7181222,"Phelim O'Neill, 2nd Baron Rathcavan",,nephew/niece,wikidata
Q4799859,Arthur O'Neill,7610,Q16010090,"Hugh O'Neill, 1st Baron Rathcavan",,sibling,wikidata
Q4799939,Arthur Pease,2736,Q5735228,"Herbert Pease, 1st Baron Daryngton",,child,wikidata
Q4799939,Arthur Pease,2736,Q6286166,Joseph Pease,,father,wikidata
Q4799939,Arthur Pease,2736,Q6114554,"Jack Pease, 1st Baron Gainford",,nephew/niece,wikidata
Q4799939,Arthur Pease,2736,Q7525972,"Sir Alfred Pease, 2nd Baronet",,nephew/niece,wikidata
Q4799939,Arthur Pease,2736,Q7528199,"Sir Joseph Pease, 1st Baronet",,sibling,wikidata
Q334165,Arthur Peel,2740,Q7509271,Sidney Peel,,child,wikidata
Q334165,Arthur Peel,2740,Q2920090,"William Peel, 1st Earl Peel",,child,wikidata
Q334165,Arthur Peel,2740,Q4798804,Arthur George Villiers Peel,,child,wikidata
Q334165,Arthur Peel,2740,Q181875,Robert Peel,,father,wikidata
Q334165,Arthur Peel,2740,Q5498541,Frederick Peel,,sibling,wikidata
Q334165,Arthur Peel,2740,Q4685934,"Sir Robert Peel, 3rd Baronet",,sibling,wikidata
Q4800348,"Arthur Stanhope, 6th Earl Stanhope",9028,Q286118,"Philip Stanhope, 5th Earl Stanhope",,father,wikidata
Q4800348,"Arthur Stanhope, 6th Earl Stanhope",9028,Q6233592,"Philip Stanhope, 1st Baron Weardale",,sibling,wikidata
Q4800348,"Arthur Stanhope, 6th Earl Stanhope",9028,Q5345405,Edward Stanhope,,sibling,wikidata
Q4800349,Arthur Stanley,7622,Q222458,"Frederick Stanley, 16th Earl of Derby",,father,wikidata
Q4800349,Arthur Stanley,7622,Q237829,"Edward Smith-Stanley, 14th Earl of Derby",,grandparent,wikidata
Q4800349,Arthur Stanley,7622,Q3497552,Oliver Stanley,,nephew/niece,wikidata
Q4800349,Arthur Stanley,7622,Q5345413,"Edward Stanley, Lord Stanley",,nephew/niece,wikidata
Q4800349,Arthur Stanley,7622,Q338427,"Edward Stanley, 17th Earl of Derby",,sibling,wikidata
Q4800349,Arthur Stanley,7622,Q5539480,George Stanley,,sibling,wikidata
Q4800349,Arthur Stanley,7622,Q332789,"Edward Stanley, 15th Earl of Derby",,uncle/aunt,wikidata
Q711588,"Arthur Stanley, 5th Baron Stanley of Alderley",7602,Q5345410,"Edward Stanley, 4th Baron Stanley of Alderley",,father,wikidata
Q711588,"Arthur Stanley, 5th Baron Stanley of Alderley",7602,Q17321359,"Edward Stanley, 2nd Baron Stanley of Alderley",,grandparent,wikidata
Q4800546,Arthur Vivian,2853,Q5083146,"Charles Vivian, 2nd Baron Vivian",7311,cousin,rush
Q4800546,Arthur Vivian,2853,Q6227494,John Vivian,2855,cousin,rush
Q4800546,Arthur Vivian,2853,Q6238967,John Henry Vivian,,father,wikidata
Q4800546,Arthur Vivian,2853,Q12072266,"Henry Vivian, 1st Baron Swansea",,sibling,wikidata
Q4800605,"Arthur Walsh, 2nd Baron Ormathwaite",990,Q4800606,"Arthur Walsh, 3rd Baron Ormathwaite",,child,wikidata
Q4800605,"Arthur Walsh, 2nd Baron Ormathwaite",990,Q6262857,"John Walsh, 1st Baron Ormathwaite",,father,wikidata
Q4800606,"Arthur Walsh, 3rd Baron Ormathwaite",991,Q4800605,"Arthur Walsh, 2nd Baron Ormathwaite",,father,wikidata
Q4800606,"Arthur Walsh, 3rd Baron Ormathwaite",991,Q6262857,"John Walsh, 1st Baron Ormathwaite",,grandparent,wikidata
Q320296,"Arthur Wellesley, 2nd Duke of Wellington",3771,Q334429,"Henry Wellesley, 3rd Duke of Wellington",,nephew/niece,wikidata
Q320296,"Arthur Wellesley, 2nd Duke of Wellington",3771,Q334151,Lord Charles Wellesley,,sibling,wikidata
