from_politician_id,from_name,from_rushid,to_politician_id,to_name,to_rushid,relation,source
Q26702418,Thomas Clifton,6655,Q6260189,John Talbot Clifton,,father,wikidata
Q7788487,Thomas Cobbold,1386,Q6226459,John Cobbold,,father,wikidata
Q7788487,Thomas Cobbold,1386,Q5442169,Felix Cobbold,,sibling,wikidata
Q7788487,Thomas Cobbold,1386,Q6226460,John Cobbold,,sibling,wikidata
Q7791336,Thomas Cochrane,6664,Q3610747,"Alexander Baillie-Cochrane, 1st Baron Lamington",,child,wikidata
Q7791336,Thomas Cochrane,6664,Q1063964,"Charles Cochrane-Baillie, 2nd Baron Lamington",,grandchild,wikidata
Q377175,"Thomas Cochrane, 1st Baron Cochrane of Cults",2135,Q4786278,Archibald Cochrane,,child,wikidata
Q5944748,"Thomas Coke, 1st Earl of Leicester",,Q5342350,Edward Coke,,child,wikidata
Q5944748,"Thomas Coke, 1st Earl of Leicester",,Q5610529,Wenman Coke,,child,wikidata
Q16063927,Thomas Conolly,2814,Q5344445,Edward Michael Conolly,,father,wikidata
Q26718795,Thomas Crosland,3643,Q26267988,Joseph Crosland,,sibling,wikidata
Q333102,"Thomas Denman, 1st Baron Denman",,Q5538488,George Denman,,child,wikidata
Q38367,"Thomas Dewar, 1st Baron Dewar",7683,Q6229296,"John Dewar, 1st Baron Forteviot",,sibling,wikidata
Q38367,"Thomas Dewar, 1st Baron Dewar",7683,Q4798455,"Arthur Dewar, Lord Dewar",,sibling,wikidata
Q6593713,"Thomas Dundas, 2nd Earl of Zetland",3180,Q3828136,"Lawrence Dundas, 1st Marquess of Zetland",,nephew/niece,wikidata
Q6593713,"Thomas Dundas, 2nd Earl of Zetland",3180,Q6230401,John Dundas,,nephew/niece,wikidata
Q6593713,"Thomas Dundas, 2nd Earl of Zetland",3180,Q6230399,John Dundas,,sibling,wikidata
Q7789575,Thomas Fielden,1596,Q6289810,Joshua Fielden,,father,wikidata
Q7789575,Thomas Fielden,1596,Q4484367,John Fielden,,grandparent,wikidata
Q7789575,Thomas Fielden,1596,Q5342020,Edward Brocklehurst Fielden,,sibling,wikidata
Q7789736,"Thomas Fortescue, 1st Baron Clermont",,Q1960282,"Chichester Parkinson-Fortescue, 1st Baron Carlingford",,sibling,wikidata
Q334449,Thomas Fowell Buxton,6618,Q2365347,Noel Noel-Buxton,,child,wikidata
Q334449,Thomas Fowell Buxton,6618,Q18450,Charles Buxton,,child,wikidata
Q334449,Thomas Fowell Buxton,6618,Q1645717,"Sydney Buxton, 1st Earl Buxton",2073,cousin,rush
Q334449,Thomas Fowell Buxton,6618,Q16066171,"Sir Edward Buxton, 2nd Baronet",,father,wikidata
Q334449,Thomas Fowell Buxton,6618,Q5591064,"Sir Thomas Buxton, 1st Baronet",,grandparent,wikidata
Q334449,Thomas Fowell Buxton,6618,Q5342118,Edward Buxton,,sibling,wikidata
Q334449,Thomas Fowell Buxton,6618,Q5480390,Francis Buxton,,sibling,wikidata
Q334449,Thomas Fowell Buxton,6618,Q5075948,Charles Buxton,,uncle/aunt,wikidata
Q7529126,Thomas Frankland Lewis,9319,Q1230681,George Cornewall Lewis,,child,wikidata
Q7789823,"Thomas Fremantle, 1st Baron Cottesloe",6449,Q7789824,"Thomas Fremantle, 2nd Baron Cottesloe",,child,wikidata
Q7789824,"Thomas Fremantle, 2nd Baron Cottesloe",1647,Q7789823,"Thomas Fremantle, 1st Baron Cottesloe",,father,wikidata
Q7789900,"Thomas Galbraith, 1st Baron Strathclyde",9294,Q7680454,Tam Galbraith,,child,wikidata
Q332712,Thomas Gibson,6817,Q3990628,Thomas Gibson Bowles,,child,wikidata
Q332712,Thomas Gibson,6817,Q5539446,George Frederic Stewart Bowles,,grandchild,wikidata
Q3990628,Thomas Gibson Bowles,2077,Q5539446,George Frederic Stewart Bowles,,child,wikidata
Q3990628,Thomas Gibson Bowles,2077,Q332712,Thomas Gibson,,father,wikidata
Q16066313,Thomas Grimston Estcourt,3899,Q7790328,Thomas Sotheron-Estcourt,,child,wikidata
Q26387320,Thomas Hay,8295,Q6679443,John Hay,,father,wikidata
Q7790796,Thomas Hope,9126,Q5079116,Charles Hope,,father,wikidata
Q7791305,Thomas Jeremiah Williams,8285,Q8020385,William Williams,,father,wikidata
Q16031046,Thomas Joseph Healy,2245,Q333199,Timothy Michael Healy,,sibling,wikidata
Q16031046,Thomas Joseph Healy,2245,Q6793186,Maurice Healy,,sibling,wikidata
Q25863363,Thomas Kavanagh,6949,Q4799620,Arthur MacMorrough Kavanagh,,child,wikidata
Q25863363,Thomas Kavanagh,6949,Q7965529,Walter MacMurrough Kavanagh,,grandchild,wikidata
Q7791584,"Thomas Knox, 2nd Earl of Ranfurly",5228,Q8014090,William Knox,,child,wikidata
Q7791584,"Thomas Knox, 2nd Earl of Ranfurly",5228,Q7791585,"Thomas Knox, 3rd Earl of Ranfurly",,child,wikidata
Q7791584,"Thomas Knox, 2nd Earl of Ranfurly",5228,Q22344373,James Knox,,sibling,wikidata
Q7791584,"Thomas Knox, 2nd Earl of Ranfurly",5228,Q6238860,John Henry Knox,,sibling,wikidata
Q7791585,"Thomas Knox, 3rd Earl of Ranfurly",5227,Q7791584,"Thomas Knox, 2nd Earl of Ranfurly",,father,wikidata
Q7791585,"Thomas Knox, 3rd Earl of Ranfurly",5227,Q8014090,William Knox,,sibling,wikidata
Q2599142,Thomas Langlois Lefroy,6979,Q4772933,Anthony Lefroy,,child,wikidata
Q17326575,"Thomas Legh, 2nd Baron Newton",2448,Q8014460,"William Legh, 1st Baron Newton",,father,wikidata
Q26239952,Thomas Lloyd,2481,Q7529192,"Sir Thomas Lloyd, 1st Baronet",2480,cousin,rush
Q7791887,Thomas Lloyd-Mostyn,5130,Q5344181,"Edward Lloyd-Mostyn, 2nd Baron Mostyn",,father,wikidata
Q7791887,Thomas Lloyd-Mostyn,5130,Q5344180,"Edward Lloyd, 1st Baron Mostyn",,grandparent,wikidata
Q7791928,Thomas Lorimer Corbett,7503,Q4786274,"Archibald Corbett, 1st Baron Rowallan",,sibling,wikidata
Q7792234,Thomas Matthias Weguelin,1013,Q26258131,Christopher Weguelin,,child,wikidata
Q7614508,"Thomas Parker, 6th Earl of Macclesfield",7104,Q5482140,Francis Parker,,child,wikidata
Q7793085,Thomas Peers Williams,7355,Q7114546,Owen Lewis Cope Williams,,child,wikidata
Q7793085,Thomas Peers Williams,7355,Q7114694,Owen Williams,,father,wikidata
Q7793195,Thomas Plumer Halsey,6862,Q5497944,Frederick Halsey,,child,wikidata
Q7793665,"Thomas Royden, 1st Baron Royden",8265,Q7529253,"Sir Thomas Royden, 1st Baronet",,father,wikidata
Q1765791,"Thomas Shaw, 1st Baron Craigmyle",2914,Q4720072,"Alexander Shaw, 2nd Baron Craigmyle",,child,wikidata
Q890109,Thomas Slingsby Duncombe,3350,Q4798519,Arthur Duncombe,6439,cousin,rush
Q890109,Thomas Slingsby Duncombe,3350,Q8008115,"William Duncombe, 2nd Baron Feversham",6739,cousin,rush
Q890109,Thomas Slingsby Duncombe,3350,Q7076834,Octavius Duncombe,1524,cousin,rush
Q7790328,Thomas Sotheron-Estcourt,3898,Q16066313,Thomas Grimston Estcourt,,father,wikidata
Q7794388,"Thomas Taylour, 3rd Marquess of Headfort",1198,Q7794391,"Thomas Taylour, Earl of Bective",,child,wikidata
Q7794391,"Thomas Taylour, Earl of Bective",1199,Q7794388,"Thomas Taylour, 3rd Marquess of Headfort",,father,wikidata
Q338382,"Thomas Thynne, 5th Marquess of Bath",1026,Q5729188,"Henry Thynne, 6th Marquess of Bath",,child,wikidata
Q338382,"Thomas Thynne, 5th Marquess of Bath",1026,Q6678901,Lord Alexander Thynne,,sibling,wikidata
Q7794563,"Thomas Trevor, 22nd Baron Dacre",6033,Q4798072,Arthur Brand,,nephew/niece,wikidata
Q7794563,"Thomas Trevor, 22nd Baron Dacre",6033,Q3132661,"Henry Brand, 2nd Viscount Hampden",,nephew/niece,wikidata
Q7794563,"Thomas Trevor, 22nd Baron Dacre",6033,Q336732,"Henry Brand, 1st Viscount Hampden",,sibling,wikidata
Q26293147,Thomas Turner,6034,Q6911461,Moreton Frewen,,child,wikidata
Q26293147,Thomas Turner,6034,Q5077886,Charles Frewen,,sibling,wikidata
Q7794992,Thomas Wentworth Beaumont,6549,Q7559823,Somerset Beaumont,,child,wikidata
Q7794992,Thomas Wentworth Beaumont,6549,Q7983008,"Wentworth Beaumont, 1st Baron Allendale",,child,wikidata
Q7794992,Thomas Wentworth Beaumont,6549,Q5927153,Hubert Beaumont,,grandchild,wikidata
Q7794992,Thomas Wentworth Beaumont,6549,Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",,grandchild,wikidata
Q334491,Tim Boswell,138,Q20054083,Victoria Prentis,,child,wikidata
Q7804145,Tim Rathbone,8718,Q6254287,John Rathbone,,father,wikidata
Q7804145,Tim Rathbone,8718,Q4877214,Beatrice Wright,,mother,wikidata
Q3991506,Timothy Daniel Sullivan,915,Q4719558,Alexander Martin Sullivan,,sibling,wikidata
Q333199,Timothy Michael Healy,2164,Q16031046,Thomas Joseph Healy,,sibling,wikidata
Q333199,Timothy Michael Healy,2164,Q6793186,Maurice Healy,,sibling,wikidata
Q2435270,Timothy O'Brien,7078,Q741075,"Sir Patrick O'Brien, 2nd Baronet",,child,wikidata
Q7816227,Tom Hooson,4408,Q333639,"Emlyn Hooson, Baron Hooson",4407,cousin,rush
Q332412,Tony Benn,119,Q262742,Hilary Benn,,child,wikidata
Q332412,Tony Benn,119,Q677902,"William Wedgwood Benn, 1st Viscount Stansgate",,father,wikidata
Q332412,Tony Benn,119,Q7527599,"Sir John Benn, 1st Baronet",,grandparent,wikidata
Q7851529,Tufton Beamish,3129,Q7851527,"Tufton Beamish, Baron Chelwood",,child,wikidata
Q7851527,"Tufton Beamish, Baron Chelwood",3128,Q7851529,Tufton Beamish,,father,wikidata
Q7878979,"Ulick de Burgh, Lord Dunkellin",3815,Q5927716,"Hubert de Burgh-Canning, 2nd Marquess of Clanricarde",,sibling,wikidata
Q7917288,Vaughan Vaughan-Lee,974,Q6244393,John Lee Lee,,father,wikidata
Q7924986,Vicary Gibbs,1866,Q5928148,"Hucks Gibbs, 1st Baron Aldenham",,father,wikidata
Q7924986,Vicary Gibbs,1866,Q4709004,"Alban Gibbs, 2nd Baron Aldenham",,sibling,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q2761950,"Edward Cavendish, 10th Duke of Devonshire",,child,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q337905,Lord Edward Cavendish,,father,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q337626,"William Cavendish, 7th Duke of Devonshire",,grandparent,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q6679906,Lord Richard Cavendish,,sibling,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q334063,"Spencer Cavendish, 8th Duke of Devonshire",,uncle/aunt,wikidata
Q2411883,"Victor Cavendish, 9th Duke of Devonshire",1801,Q337520,Lord Frederick Cavendish,,uncle/aunt,wikidata
Q7926168,Victor Montagu,4372,Q5542573,"George Montagu, 9th Earl of Sandwich",,father,wikidata
Q19938362,Victoria Atkins,9761,Q333736,Robert Atkins,,father,wikidata
Q20054083,Victoria Prentis,9809,Q334491,Tim Boswell,,father,wikidata
Q18735550,Vincent Scully,5696,Q16065945,Francis Scully,5695,cousin,rush
Q2619726,"Waldorf Astor, 2nd Viscount Astor",3058,Q2580935,"William Astor, 3rd Viscount Astor",,child,wikidata
Q2619726,"Waldorf Astor, 2nd Viscount Astor",3058,Q6828289,Michael Astor,,child,wikidata
Q2619726,"Waldorf Astor, 2nd Viscount Astor",3058,Q6125171,Jakie Astor,,child,wikidata
Q2619726,"Waldorf Astor, 2nd Viscount Astor",3058,Q6219659,John Astor,,nephew/niece,wikidata
Q2619726,"Waldorf Astor, 2nd Viscount Astor",3058,Q332783,"John Jacob Astor, 1st Baron Astor of Hever",,sibling,wikidata
Q7961641,Waldron Smithers,5783,Q4723580,Alfred Waldron Smithers,,father,wikidata
Q19664755,Walter Carpenter,7264,Q93669,"Henry Chetwynd-Talbot, 18th Earl of Shrewsbury",,father,wikidata
Q19664755,Walter Carpenter,7264,Q1477948,Reginald Talbot,,sibling,wikidata
Q19664755,Walter Carpenter,7264,Q5076220,"Charles Chetwynd-Talbot, 19th Earl of Shrewsbury",,sibling,wikidata
Q7966333,Walter Faber,9137,Q5339450,"Edmund Faber, 1st Baron Faber",,sibling,wikidata
Q7966333,Walter Faber,9137,Q5539164,"George Faber, 1st Baron Wittenham",,sibling,wikidata
Q332475,"Walter Guinness, 1st Baron Moyne",8300,Q2176533,"Rupert Guinness, 2nd Earl of Iveagh",,sibling,wikidata
Q7965252,"Walter James, 1st Baron Northbourne",6933,Q7965251,"Walter James, 2nd Baron Northbourne",,child,wikidata
Q7965252,"Walter James, 1st Baron Northbourne",6933,Q5196793,Cuthbert James,,grandchild,wikidata
Q7965252,"Walter James, 1st Baron Northbourne",6933,Q5078764,"Charles Hardinge, 2nd Viscount Hardinge",,sibling,wikidata
Q7965251,"Walter James, 2nd Baron Northbourne",2352,Q5196793,Cuthbert James,,child,wikidata
Q7965251,"Walter James, 2nd Baron Northbourne",2352,Q7965252,"Walter James, 1st Baron Northbourne",,father,wikidata
Q15460648,Walter Long,6991,Q7328362,Richard Penruddocke Long,,child,wikidata
Q15460648,Walter Long,6991,Q7324695,"Richard Chaloner, 1st Baron Gisborough",,grandchild,wikidata
Q15460648,Walter Long,6991,Q553229,"Walter Long, 1st Viscount Long",,grandchild,wikidata
Q553229,"Walter Long, 1st Viscount Long",2183,Q13529974,"Richard Long, 3rd Viscount Long",,child,wikidata
Q553229,"Walter Long, 1st Viscount Long",2183,Q7328362,Richard Penruddocke Long,,father,wikidata
Q553229,"Walter Long, 1st Viscount Long",2183,Q15460648,Walter Long,,grandparent,wikidata
Q553229,"Walter Long, 1st Viscount Long",2183,Q7324695,"Richard Chaloner, 1st Baron Gisborough",,sibling,wikidata
Q7965529,Walter MacMurrough Kavanagh,7486,Q4799620,Arthur MacMorrough Kavanagh,,father,wikidata
Q7965529,Walter MacMurrough Kavanagh,7486,Q25863363,Thomas Kavanagh,,grandparent,wikidata
Q7965601,Walter McLaren,2880,Q5314516,Duncan McLaren,,father,wikidata
Q7965601,Walter McLaren,2880,Q5725740,Henry McLaren,,nephew/niece,wikidata
Q7965601,Walter McLaren,2880,Q5481905,Francis McLaren,,nephew/niece,wikidata
Q7965601,Walter McLaren,2880,Q6248044,John McLaren,,sibling,wikidata
Q7965601,Walter McLaren,2880,Q5080854,"Charles McLaren, 1st Baron Aberconway",,sibling,wikidata
Q2602495,"Walter Montagu Douglas Scott, 8th Duke of Buccleuch",8304,Q333214,"John Scott, 9th Duke of Buccleuch",,child,wikidata
Q2602495,"Walter Montagu Douglas Scott, 8th Duke of Buccleuch",8304,Q337464,"John Montagu Douglas Scott, 7th Duke of Buccleuch",,father,wikidata
Q2602495,"Walter Montagu Douglas Scott, 8th Duke of Buccleuch",8304,Q337468,"William Montagu Douglas Scott, 6th Duke of Buccleuch",,grandparent,wikidata
Q2602495,"Walter Montagu Douglas Scott, 8th Duke of Buccleuch",8304,Q6680030,Lord William Montagu Douglas Scott,,sibling,wikidata
Q7965678,Walter Morrison,2636,Q6140050,James Morrison,,father,wikidata
Q7965930,"Walter Rea, 1st Baron Rea",5526,Q7381741,Russell Rea,,father,wikidata
Q7965958,"Walter Rice, 7th Baron Dynevor",5569,Q5081999,"Charles Rhys, 8th Baron Dynevor",,child,wikidata
Q316669,"Walter Rothschild, 2nd Baron Rothschild",3949,Q334120,"Nathan Rothschild, 1st Baron Rothschild",,father,wikidata
Q316669,"Walter Rothschild, 2nd Baron Rothschild",3949,Q333605,Lionel de Rothschild,,grandparent,wikidata
Q7966016,"Walter Runciman, 1st Baron Runciman",5637,Q333376,"Walter Runciman, 1st Viscount Runciman of Doxford",,child,wikidata
Q333376,"Walter Runciman, 1st Viscount Runciman of Doxford",5636,Q7966016,"Walter Runciman, 1st Baron Runciman",,father,wikidata
Q7945435,Walter Smiles,5778,Q7145583,Patricia Ford,,child,wikidata
Q7966382,Walter Waring,8298,Q26235811,Charles Waring,,father,wikidata
Q387525,"Wavell Wakefield, 1st Baron Wakefield of Kendal",6107,Q5345769,Edward Wakefield,,sibling,wikidata
Q5612753,"Weetman Pearson, 1st Viscount Cowdray",1854,Q5661985,"Harold Pearson, 2nd Viscount Cowdray",,child,wikidata
Q5610529,Wenman Coke,3556,Q5944748,"Thomas Coke, 1st Earl of Leicester",,father,wikidata
Q5610529,Wenman Coke,3556,Q5342350,Edward Coke,,sibling,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q5927153,Hubert Beaumont,,child,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",,child,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q7794992,Thomas Wentworth Beaumont,,father,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q7287229,Ralph Beaumont,,grandchild,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q6828520,Michael Beaumont,,grandchild,wikidata
Q7983008,"Wentworth Beaumont, 1st Baron Allendale",1196,Q7559823,Somerset Beaumont,,sibling,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q7287229,Ralph Beaumont,,child,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q7983008,"Wentworth Beaumont, 1st Baron Allendale",,father,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q7794992,Thomas Wentworth Beaumont,,grandparent,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q6828520,Michael Beaumont,,nephew/niece,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q5927153,Hubert Beaumont,,sibling,wikidata
Q7983009,"Wentworth Beaumont, 1st Viscount Allendale",2081,Q7559823,Somerset Beaumont,,uncle/aunt,wikidata
Q7988450,Western Wood,7371,Q7528319,"Sir Matthew Wood, 1st Baronet",,father,wikidata
Q7988450,Western Wood,7371,Q285868,"William Wood, 1st Baron Hatherley",,sibling,wikidata
Q7619928,"Wilbraham Egerton, 1st Earl Egerton",1547,Q8008502,"William Egerton, 1st Baron Egerton",,father,wikidata
Q7619928,"Wilbraham Egerton, 1st Earl Egerton",1547,Q4706577,"Alan Egerton, 3rd Baron Egerton",,sibling,wikidata
Q8000141,"Wilbraham Tollemache, 2nd Baron Tollemache",949,Q6260980,"John Tollemache, 1st Baron Tollemache",,father,wikidata
Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",6383,Q1147508,Evelyn Ashley,,father,wikidata
Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",6383,Q333294,"Anthony Ashley-Cooper, 7th Earl of Shaftesbury",,grandparent,wikidata
Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",6383,Q4772029,"Anthony Ashley-Cooper, 8th Earl of Shaftesbury",,uncle/aunt,wikidata
Q8001983,Wilfrid Roberts,8940,Q5078970,Charles Henry Roberts,,father,wikidata
Q8004211,William Aitken,2988,Q332881,Jonathan Aitken,,child,wikidata
Q8004277,William Alexander Mackinnon,4852,Q15990151,William Alexander Mackinnon,,child,wikidata
Q15990151,William Alexander Mackinnon,4853,Q8004277,William Alexander Mackinnon,,father,wikidata
Q14945396,"William Amherst, 2nd Earl Amherst",,Q16043442,"William Amherst, 3rd Earl Amherst",,child,wikidata
Q16043442,"William Amherst, 3rd Earl Amherst",2299,Q14945396,"William Amherst, 2nd Earl Amherst",,father,wikidata
Q8004468,"William Annesley, 4th Earl Annesley",6293,Q5929861,"Hugh Annesley, 5th Earl Annesley",,sibling,wikidata
Q8004480,William Anstruther-Gray,3030,Q8004479,"William Anstruther-Gray, Baron Kilmany",,child,wikidata
Q8004479,"William Anstruther-Gray, Baron Kilmany",3029,Q8004480,William Anstruther-Gray,,father,wikidata
Q8004519,William Archer Redmond,743,Q225392,John Redmond,,child,wikidata
Q8004519,William Archer Redmond,743,Q8021781,Willie Redmond,,child,wikidata
Q8004519,William Archer Redmond,743,Q8017428,William Redmond,,grandchild,wikidata
Q2580935,"William Astor, 3rd Viscount Astor",3057,Q2619726,"Waldorf Astor, 2nd Viscount Astor",,father,wikidata
Q2580935,"William Astor, 3rd Viscount Astor",3057,Q195013,"Nancy Astor, Viscountess Astor",,mother,wikidata
Q2580935,"William Astor, 3rd Viscount Astor",3057,Q6828289,Michael Astor,,sibling,wikidata
Q2580935,"William Astor, 3rd Viscount Astor",3057,Q6125171,Jakie Astor,,sibling,wikidata
Q11806757,William Baird,6519,Q6129250,James Baird,,sibling,wikidata
Q8005118,"William Barrington, 6th Viscount Barrington",8984,Q5536757,"George Barrington, 7th Viscount Barrington",,child,wikidata
Q8005118,"William Barrington, 6th Viscount Barrington",8984,Q5536758,George Barrington,,sibling,wikidata
Q8005295,William Beckett-Denison,6712,Q5553468,Gervase Beckett,,child,wikidata
Q8005295,William Beckett-Denison,6712,Q5392782,"Ernest Beckett, 2nd Baron Grimthorpe",,child,wikidata
Q8005295,William Beckett-Denison,6712,Q7526465,"Sir Edmund Beckett, 4th Baronet",,father,wikidata
Q8005295,William Beckett-Denison,6712,Q5111934,Christopher Beckett Denison,,sibling,wikidata
Q8005435,William Benyon,8970,Q262931,Richard Benyon,,child,wikidata
Q328035,"William Brett, 1st Viscount Esher",6586,Q334210,"Reginald Brett, 2nd Viscount Esher",,child,wikidata
Q8006927,William Brocklehurst,1272,Q6223273,John Brocklehurst,,father,wikidata
Q8005969,"William Brodrick, 8th Viscount Midleton",1273,Q7593650,"St John Brodrick, 1st Earl of Midleton",,child,wikidata
Q8005976,William Bromley-Davenport,1455,Q6613959,William Bromley-Davenport,,child,wikidata
Q6613959,William Bromley-Davenport,1784,Q8005976,William Bromley-Davenport,,father,wikidata
Q8005994,"William Brougham, 2nd Baron Brougham and Vaux",3364,Q6130302,James Brougham,,sibling,wikidata
Q8006140,William Burdett-Coutts,2190,Q5365836,Ellis Ashmead-Bartlett,,nephew/niece,wikidata
Q8006140,William Burdett-Coutts,2190,Q5365837,Ellis Ashmead-Bartlett,,sibling,wikidata
Q8006488,"William Campbell, 2nd Baron Stratheden and Campbell",2306,Q332738,"John Campbell, 1st Baron Campbell",,father,wikidata
Q8006547,William Carington,1330,Q7342786,"Robert Carrington, 2nd Baron Carrington",,father,wikidata
Q8006547,William Carington,1330,Q7380262,"Rupert Carington, 4th Baron Carrington",,sibling,wikidata
Q8006547,William Carington,1330,Q2462181,"Charles Wynn-Carington, 1st Marquess of Lincolnshire",,sibling,wikidata
Q16063121,"William Cavendish, 2nd Baron Chesham",2569,Q5076148,"Charles Cavendish, 1st Baron Chesham",,father,wikidata
Q16063121,"William Cavendish, 2nd Baron Chesham",2569,Q337887,"George Cavendish, 1st Earl of Burlington",,grandparent,wikidata
Q16063121,"William Cavendish, 2nd Baron Chesham",2569,Q5719237,Henry Cavendish,,uncle/aunt,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q337905,Lord Edward Cavendish,,child,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q334063,"Spencer Cavendish, 8th Duke of Devonshire",,child,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q337520,Lord Frederick Cavendish,,child,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q6679906,Lord Richard Cavendish,,grandchild,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q2411883,"Victor Cavendish, 9th Duke of Devonshire",,grandchild,wikidata
Q337626,"William Cavendish, 7th Duke of Devonshire",9085,Q6679279,Lord George Cavendish,,sibling,wikidata
Q26701524,William Cavendish-Bentinck,1349,Q600636,George Cavendish-Bentinck,,father,wikidata
Q8006657,"William Cecil, 3rd Marquess of Exeter",8989,Q6679448,Lord John Joicey-Cecil,,child,wikidata
Q8006657,"William Cecil, 3rd Marquess of Exeter",8989,Q4976602,"Brownlow Cecil, 4th Marquess of Exeter",,child,wikidata
Q8006887,"William Clements, 3rd Earl of Leitrim",3521,Q26258111,Charles Clements,,sibling,wikidata
Q8006887,"William Clements, 3rd Earl of Leitrim",3521,Q24254896,Robert Clements,,sibling,wikidata
Q16023409,William Clough,7484,Q25845810,Robert Clough,,sibling,wikidata
Q8006971,"William Cole, 3rd Earl of Enniskillen",8997,Q6694156,"Lowry Cole, 4th Earl of Enniskillen",,child,wikidata
Q8006971,"William Cole, 3rd Earl of Enniskillen",8997,Q26388219,John Cole,,sibling,wikidata
Q8006971,"William Cole, 3rd Earl of Enniskillen",8997,Q5719665,Henry Cole,,sibling,wikidata
Q8007035,"William Compton, 5th Marquess of Northampton",2811,Q6678911,Lord Alwyne Compton,,sibling,wikidata
Q8007128,William Cornwallis-West,1022,Q16066050,Frederick Richard West,,father,wikidata
Q8007168,"William Courtenay, 11th Earl of Devon",9002,Q5342426,"Edward Courtenay, 12th Earl of Devon",,child,wikidata
Q8007204,"William Cowper-Temple, 1st Baron Mount Temple",1405,Q5719917,Henry Cowper,1404,cousin,rush
Q8007204,"William Cowper-Temple, 1st Baron Mount Temple",1405,Q5719917,Henry Cowper,,nephew/niece,wikidata
Q8007204,"William Cowper-Temple, 1st Baron Mount Temple",1405,Q5538175,"George Cowper, 6th Earl Cowper",,sibling,wikidata
Q8007217,"William Cozens-Hardy, 2nd Baron Cozens-Hardy",8345,Q5733833,"Herbert Cozens-Hardy, 1st Baron Cozens-Hardy",,father,wikidata
Q8007267,William Crawford,6438,Q7351045,Robert Wigram Crawford,,child,wikidata
Q13529886,William Cross,1425,Q5613675,"Richard Assheton Cross, 1st Viscount Cross",,father,wikidata
Q8007679,"William Dawnay, 7th Viscount Downe",6707,Q6536955,Lewis Payn Dawnay,,child,wikidata
Q8007679,"William Dawnay, 7th Viscount Downe",6707,Q5622196,Guy Dawnay,,child,wikidata
Q8007733,William Deedes,3712,Q11283925,William Deedes,,child,wikidata
Q11283925,William Deedes,3714,Q8007733,William Deedes,,father,wikidata
Q8007758,"William Denison, 1st Earl of Londesborough",6714,Q4710027,"Albert Denison, 1st Baron Londesborough",,father,wikidata
Q8007964,William Dowdeswell,6730,Q8008430,William Edward Dowdeswell,,child,wikidata
Q8007964,William Dowdeswell,6730,Q26213073,John Edmund Dowdeswell,,father,wikidata
Q8008114,"William Duncombe, 1st Earl of Feversham",6740,Q26129113,Hubert Duncombe,,child,wikidata
Q8008114,"William Duncombe, 1st Earl of Feversham",6740,Q8008117,"William Duncombe, Viscount Helmsley",,child,wikidata
Q8008114,"William Duncombe, 1st Earl of Feversham",6740,Q8008115,"William Duncombe, 2nd Baron Feversham",,father,wikidata
Q8008114,"William Duncombe, 1st Earl of Feversham",6740,Q5077003,"Charles Duncombe, 2nd Earl of Feversham",,grandchild,wikidata
Q8008115,"William Duncombe, 2nd Baron Feversham",6739,Q8008114,"William Duncombe, 1st Earl of Feversham",,child,wikidata
Q8008115,"William Duncombe, 2nd Baron Feversham",6739,Q890109,Thomas Slingsby Duncombe,3350,cousin,rush
Q8008115,"William Duncombe, 2nd Baron Feversham",6739,Q26129113,Hubert Duncombe,,grandchild,wikidata
Q8008115,"William Duncombe, 2nd Baron Feversham",6739,Q8008117,"William Duncombe, Viscount Helmsley",,grandchild,wikidata
Q8008115,"William Duncombe, 2nd Baron Feversham",6739,Q4798520,Arthur Duncombe,,nephew/niece,wikidata
