politician_id,politician_name,rushid,has_relative,n_relatives_detected,multiple_relatives,closeness,relation_types,relative_chamber,peerage_linked_flag,relative_sources,relative_examples
Q100148045,James Ewing,9093,0,0,0,,,,1,,
Q10240,Dadabhai Naoroji,2652,0,0,0,,,,0,,
Q1025409,Caerwyn Roderick,5592,0,0,0,,,,0,,
Q1026930,"Charles Lyttelton, 8th Viscount Cobham",2507,1,5,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"William Cavendish, 2nd Baron Chesham;Oliver Lyttelton, 1st Viscount Chandos;Alfred Lyttelton;Richard Temple-Nugent-Brydges-Chandos-Grenville, 3rd Duke of Buckingham and Chandos;John Lyttelton, 9th Viscount Cobham"
Q10288965,Lord George Paget,7095,1,7,1,sibling,sibling;uncle/aunt;niece/nephew;cousin,HoC,1,panel;rush,"Henry Paget, 2nd Marquess of Anglesey;Lord Alfred Paget;Almeric Paget, 1st Baron Queenborough;Frederick Paget;Henry Paget, 3rd Marquess of Anglesey;Clarence Paget;William Paget"
Q10305069,James Dunn,8646,0,0,0,,,,0,,
Q10305110,"James Scarlett, 1st Baron Abinger",5676,1,4,1,parent,parent;child;grandchild;indirect,HoC,1,panel;rush,"John Campbell, 1st Baron Campbell;James Yorke Scarlett;Robert Scarlett, 2nd Baron Abinger;William Campbell, 2nd Baron Stratheden and Campbell"
Q1049595,Roderick MacFarquhar,4837,0,0,0,,,,0,,
Q1052366,Cecil Walker,686,0,0,0,,,,0,,
Q10523755,Jocelyn Cadbury,3418,0,0,0,,,,0,,
Q1055918,Lembit Öpik,537,0,0,0,,,,0,,
Q1063662,Malcolm Barclay-Harvey,3099,0,0,0,,,,1,,
Q1063686,Charles Beattie,3134,0,0,0,,,,0,,
Q1063964,"Charles Cochrane-Baillie, 2nd Baron Lamington",1387,1,2,1,parent,parent;child;grandchild,HoC,1,panel;rush,"Alexander Baillie-Cochrane, 1st Baron Lamington;Thomas Cochrane"
Q10648,Gordon Brown,151,0,0,0,,,,0,,
Q10652,Alex Salmond,596,0,0,0,,,,0,,
Q106618,Henry Campbell-Bannerman,2913,1,1,0,sibling,sibling,HoC,1,panel;rush,James Alexander Campbell
Q10664,Neville Chamberlain,7764,1,3,1,parent,parent;child;sibling;niece/nephew,HoC,1,panel;rush,Austen Chamberlain;Joseph Chamberlain;Richard Chamberlain
Q1066568,Charles Sibthorp,5742,1,1,0,parent,parent;child,HoC,1,panel;rush,Gervaise Waldo-Sibthorp
Q106828783,Anum Qaisar-Javed,10315,0,0,0,,,,0,,
Q107009776,Kim Leadbeater,,0,0,0,,,,0,,
Q107284337,Sarah Green,,0,0,0,,,,0,,
Q10844155,Fred Blackburn,8529,0,0,0,,,,0,,
Q1086853,"Montague Woodhouse, 5th Baron Terrington",6394,1,2,1,grandparent,grandparent;indirect,HoC,1,rush,"James Woodhouse, 1st Baron Terrington;Vera Woodhouse, Lady Terrington"
Q1096999,Nigel Davies,8438,0,0,0,,,,0,,
Q10985643,Humfrey Malins,462,0,0,0,,,,0,,
Q1101328,"John Rolls, 1st Baron Llangattock",779,0,0,0,,,,1,,
Q1101999,"Clive Soley, Baron Soley",626,0,0,0,,,,1,,
Q1103940,"Terence Donovan, Baron Donovan",3758,0,0,0,,,,1,,
Q11154675,Ian Taylor,656,0,0,0,,,,0,,
Q11283925,William Deedes,3714,1,2,1,parent,parent;child;indirect,HoC,1,panel;rush,Bill Deedes;William Deedes
Q11309157,"James Duff, 5th Earl Fife",6732,1,3,1,parent,parent;sibling;indirect,HoC,1,panel;rush,"Alexander Duff, 1st Duke of Fife;George Skene Duff;John Lewis Ricardo"
Q11327314,Herbert Wragg,6265,0,0,0,,,,0,,
Q1141134,Isaac Butt,1308,0,0,0,,,,0,,
Q1145241,"Sir Harry Burrard-Neale, 2nd Baronet",5183,0,0,0,,,,1,,
Q1147508,Evelyn Ashley,1135,1,5,1,parent,parent;child;sibling;niece/nephew,HoC,1,panel;rush,"Wilfrid Ashley, 1st Baron Mount Temple;Anthony Henry Ashley-Cooper;Anthony John Ashley-Cooper;Anthony Ashley-Cooper, 7th Earl of Shaftesbury;Anthony Ashley-Cooper, 8th Earl of Shaftesbury"
Q1149445,"Francis Egerton, 1st Earl of Ellesmere",6442,1,5,1,parent,parent;child;grandparent;grandchild;indirect,HoC,1,panel;rush,"Alfred Egerton;Algernon Egerton;Francis Egerton;George Byng, 3rd Earl of Strafford;George Egerton, 2nd Earl of Ellesmere"
Q1157836,"Dale Campbell-Savours, Baron Campbell-Savours",173,0,0,0,,,,1,,
Q1160939,"Daniel Granville West, Baron Granville-West",8451,0,0,0,,,,1,,
Q11682348,Harry West,8603,0,0,0,,,,0,,
Q1170763,John Graham Kerr,4579,0,0,0,,,,0,,
Q11708915,"Henry James, 1st Baron James of Hereford",2351,0,0,0,,,,1,,
Q11722946,"Neil Carmichael, Baron Carmichael of Kelvingrove",8774,1,1,0,parent,parent,HoC,1,rush,James Carmichael
Q11722962,Ness Edwards,8776,1,2,1,child,child;indirect,HoC,0,rush,"Llin Golding, Baroness Golding;John Golding"
Q11722970,John Gunnell,325,0,0,0,,,,0,,
Q11723013,William Baxter,8942,0,0,0,,,,0,,
Q11727985,"John Sinclair, 1st Baron Pentland",2864,0,0,0,,,,1,,
Q1173562,"David Alton, Baron Alton of Liverpool",3013,0,0,0,,,,1,,
Q1175443,David Maclean,454,0,0,0,,,,1,,
Q11762579,Lord Henry Somerset,884,1,5,1,child,child;grandchild;uncle/aunt;indirect,HoC,1,panel;rush,"Henry Somerset, 8th Duke of Beaufort;Charles Somers-Cocks, 3rd Earl Somers;George Curzon-Howe, 2nd Earl Howe;Poulett Somerset;Henry Somerset, 7th Duke of Beaufort"
Q1176741,David Stewart,638,0,0,0,,,,0,,
Q1176748,"David Stoddart, Baron Stoddart of Swindon",5882,0,0,0,,,,1,,
Q11771724,"Maurice Berkeley, 1st Baron FitzHardinge",6566,1,6,1,parent,parent;sibling;uncle/aunt,HoC,1,panel;rush,"Grantley Berkeley;Charles Berkeley, 3rd Baron FitzHardinge;Craven Berkeley;Francis Berkeley, 2nd Baron FitzHardinge;Grenville Berkeley;Henry FitzHardinge Berkeley"
Q1179483,John Frederick Peel Rawlinson,5517,0,0,0,,,,0,,
Q11799507,"Osbert Peake, 1st Viscount Ingleby",5346,0,0,0,,,,1,,
Q11800391,Herbert Grotrian,7999,1,1,0,parent,parent;child,HoC,1,panel;rush,Frederick Brent Grotrian
Q11800502,William George Mount,2639,1,2,1,parent,parent;child,HoC,1,panel;rush,"Sir William Mount, 1st Baronet;William Mount"
Q11800672,Herbert Leon,2456,0,0,0,,,,1,,
Q11800706,Thomas Tyrwhitt-Drake,,0,0,0,,,,1,,
Q11800745,"Sir John Chetwode, 4th Baronet",3490,0,0,0,,,,1,,
Q11800794,James Tomkinson,6003,0,0,0,,,,1,,
Q11800905,John Tremayne,960,1,4,1,sibling,sibling;uncle/aunt;indirect,HoC,1,rush,"Arthur Tremayne;Charles Lemon;Charles Vivian, 2nd Baron Vivian;John Salusbury-Trelawny"
Q11800932,William Blamire,3233,0,0,0,,,,1,,
Q11801163,Leonard Costello,3605,0,0,0,,,,0,,
Q11801410,"Sir Hedworth Williamson, 7th Baronet",6474,1,2,1,parent,parent;child;indirect,HoC,1,panel;rush,"Thomas Dundas, 2nd Earl of Zetland;Sir Hedworth Williamson, 8th Baronet"
Q11801484,John Gurdon Rebow,742,1,3,1,sibling,sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Brampton Gurdon;Robert Gurdon, 1st Baron Cranworth;William Brampton Gurdon"
Q11801578,Stephen Mitchell,8248,0,0,0,,,,0,,
Q11801634,John Willis Fleming,6785,1,1,0,child,child,HoC,1,rush,Thomas Willis Fleming
Q11801663,James Winter Scott,7192,0,0,0,,,,1,,
Q11801709,Edward Clive,6656,1,6,1,parent,parent;child;sibling;grandparent;grandchild;indirect,HoC,1,panel;rush,Henry Clive;Edward Clive;George Clive;Percy Clive;Robert Clive;Robert Windsor-Clive
Q11801875,John Bonfoy Rooper,5608,0,0,0,,,,1,,
Q11801938,"Sir Edward Dering, 8th Baronet",3729,0,0,0,,,,1,,
Q11802127,John Maden,2551,0,0,0,,,,0,,
Q11802131,George Blucher Heneage Marton,2578,1,1,0,parent,parent;child,HoC,0,panel;rush,George Marton
Q11802276,William Garfit,1900,1,1,0,parent,parent,HoC,0,rush,Thomas Garfit
Q11802338,"Sir John Thorold, 12th Baronet",5980,0,0,0,,,,1,,
Q11802493,Holcombe Ingleby,4479,0,0,0,,,,0,,
Q11802543,"Henry Brassey, 1st Baron Brassey of Apethorpe",7990,1,3,1,parent,parent;child;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Thomas Brassey, 1st Earl Brassey;Albert Brassey;Henry Brassey"
Q11802686,"Sir Matthew White Ridley, 4th Baronet",6465,1,7,1,parent,parent;child;sibling;grandparent;grandchild;niece/nephew,HoC,1,panel;rush,"Gerard Smith;Edward Ridley;George Ridley;Matthew White Ridley, 1st Viscount Ridley;Matthew White Ridley, 2nd Viscount Ridley;Nicholas Ridley-Colborne, 1st Baron Colborne;Sir Matthew White Ridley, 3rd Baronet"
Q11802729,Henry Eyre,1578,0,0,0,,,,0,,
Q11802744,William Farnworth Handley,4243,1,3,1,cousin,cousin,HoC,0,panel;rush,Henry Handley;Benjamin Handley;John Handley
Q11802791,"Hugh Seely, 1st Baron Sherwood",8016,1,4,1,parent,parent;child;grandparent;grandchild;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Charles Seely;John Seely, 1st Baron Mottistone;Sir Charles Seely, 1st Baronet;Sir Charles Seely, 2nd Baronet"
Q11802984,Robert Aglionby Slaney,5768,1,2,1,grandchild,grandchild;indirect,HoC,1,rush,William Kenyon-Slaney;William Watkin Edward Wynne
Q11803033,Ralph Neville-Grenville,2658,0,0,0,,,,1,,
Q11803187,John Fitzgerald,,0,0,0,,,,1,,
Q11803195,"John Henniker-Major, 4th Baron Henniker",4334,1,1,0,parent,parent;child,HoC,1,panel;rush,"John Henniker-Major, 5th Baron Henniker"
Q11803265,"Sir John Whittaker Ellis, 1st Baronet",1557,0,0,0,,,,0,,
Q11803335,Musgrave Brisco,3336,0,0,0,,,,0,,
Q11803339,James Clifton Brown,6594,1,3,1,parent,parent;child;sibling,HoC,1,panel;rush,"Douglas Clifton Brown, 1st Viscount Ruffside;Howard Clifton Brown;Sir Alexander Brown, 1st Baronet"
Q11803514,"Henry Tufton, 11th Earl of Thanet",,0,0,0,,,,1,,
Q11803607,"Paul Methuen, 1st Baron Methuen",5050,0,0,0,,,,1,,
Q11803653,"Sir Michael Shaw-Stewart, 7th Baronet",7243,1,3,1,parent,parent;child;niece/nephew,HoC,1,panel,"Houston Stewart;Sir Michael Shaw-Stewart, 6th Baronet;Sir Hugh Shaw-Stewart, 8th Baronet"
Q11803680,John Brinton,1267,0,0,0,,,,0,,
Q11803699,James Foster,,0,0,0,,,,0,,
Q11803732,"Sir Thomas Winnington, 4th Baronet",6231,1,2,1,child,child;sibling;niece/nephew,HoC,1,panel;rush,"Henry Winnington;Sir Thomas Winnington, 3rd Baronet"
Q11803748,William Amcotts-Ingilby,4478,0,0,0,,,,1,,
Q11803774,"Sir Thomas Aston Clifford-Constable, 2nd Baronet",,0,0,0,,,,1,,
Q11803853,"Sir John Ramsden, 5th Baronet",737,1,1,0,parent,parent;child,HoC,1,panel;rush,John Charles Ramsden
Q11806660,Eugene Wason,2858,1,2,1,parent,parent;sibling,HoC,0,rush,Cathcart Wason;Rigby Wason
Q11806757,William Baird,6519,1,1,0,sibling,sibling,HoC,1,panel;rush,James Baird
Q11806772,"Harry Ewing, Baron Ewing of Kirkford",9250,0,0,0,,,,1,,
Q11806802,Lauderdale Maule,4957,1,4,1,child,child;sibling;cousin;indirect,HoC,1,panel;rush,"James Broun-Ramsay, 1st Marquess of Dalhousie;Fox Maule-Ramsay, 11th Earl of Dalhousie;John Ramsay, 13th Earl of Dalhousie;William Maule, 1st Baron Panmure"
Q11806927,Henry Home-Drummond,3782,0,0,0,,,,1,,
Q11806930,Robert Jardine,2353,0,0,0,,,,1,,
Q11806952,Henry Munro-Butler-Johnstone,1306,1,1,0,parent,parent;child,HoC,1,panel;rush,Henry Butler-Johnstone
Q11855440,Colin Jackson,8548,0,0,0,,,,0,,
Q11866745,John Heddle,2954,0,0,0,,,,0,,
Q1189028,Dennis Canavan,174,0,0,0,,,,0,,
Q1189567,"Dennis Turner, Baron Bilston",676,0,0,0,,,,1,,
Q11902279,Warren Hawksley,4293,0,0,0,,,,0,,
Q11998073,Robert Bourne,8211,0,0,0,,,,1,,
Q1200029,"Derek Foster, Baron Foster of Bishop Auckland",284,0,0,0,,,,1,,
Q1200811,Desmond FitzGerald,8277,0,0,0,,,,0,,
Q12061532,Harry McCalmont,1779,0,0,0,,,,0,,
Q12064625,Thomas Power O'Connor,2184,1,1,0,indirect,indirect,HoC,0,rush,William O'Malley
Q12066115,"Sir Frederick Pollock, 1st Bt",7130,0,0,0,,,,1,,
Q12066246,"Henry Portman, 2nd Viscount Portman",2780,1,2,1,child,child;sibling,HoC,1,panel,"Edward Portman, 1st Viscount Portman;Edwin Berkeley Portman"
Q12072266,"Henry Vivian, 1st Baron Swansea",2854,1,8,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;cousin;indirect,HoC,1,panel;rush,"Hussey Vivian, 1st Baron Vivian;Arthur Vivian;Charles Vivian, 2nd Baron Vivian;George Tryon, 1st Baron Tryon;John Vivian;John Henry Vivian;Lewis Vivian Loyd;Sir Montague Cholmeley, 2nd Baronet"
Q1208851,"Diana Maddock, Baroness Maddock",2925,1,1,0,spouse,spouse,HoC,1,rush,Alan Beith
Q1210156,Dickson Mabon,4820,0,0,0,,,,0,,
Q121615,Bobby Sands,3432,0,0,0,,,,0,,
Q1217502,Hugh Childers,1366,0,0,0,,,,1,,
Q122522,Leslie Hore-Belisha,4412,0,0,0,,,,1,,
Q1228567,"Alan Howarth, Baron Howarth of Newport",366,0,0,0,,,,1,,
Q1230504,Winthrop Mackworth Praed,7145,0,0,0,,,,1,,
Q1230681,George Cornewall Lewis,6982,1,1,0,child,child,HoC,1,panel,Thomas Frankland Lewis
Q1234410,Howard Flight,279,0,0,0,,,,1,,
Q1235523,Watson Cheyne,3493,0,0,0,,,,1,,
Q12356771,Will Thorne,5975,0,0,0,,,,0,,
Q1237588,Dominic Corrigan,2828,0,0,0,,,,0,,
Q1239766,"Donald Chapman, Baron Northfield",8950,0,0,0,,,,1,,
Q1241043,"Robert Horne, 1st Viscount Horne of Slamannan",4417,0,0,0,,,,1,,
Q1241117,"Eustace Percy, 1st Baron Percy of Newcastle",7882,1,4,1,parent,parent;child;sibling;grandparent;grandchild;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Algernon Percy, 6th Duke of Northumberland;Henry Percy, Earl Percy;Lord Algernon Percy;Henry Percy, 7th Duke of Northumberland"
Q12411364,"Richard Law, 1st Baron Coleraine",8836,1,1,0,parent,parent;child,HoC,1,panel;rush,Bonar Law
Q1242682,Lord Ronald Gower,2464,1,2,1,sibling,sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"George Sutherland-Leveson-Gower, 3rd Duke of Sutherland;Cromartie Sutherland-Leveson-Gower, 4th Duke of Sutherland"
Q1245634,Martin Linton,438,0,0,0,,,,0,,
Q1245839,Joseph McGrath,5001,0,0,0,,,,0,,
Q125704,"John Tomlinson, Baron Tomlinson",8692,0,0,0,,,,1,,
Q1263302,"Sir Fitzroy MacLean, 1st Baronet",8520,0,0,0,,,,1,,
Q1267670,"Robin Hodgson, Baron Hodgson of Astley Abbotts",8865,0,0,0,,,,1,,
Q12702,Robert Cecil,8199,1,6,1,parent,parent;child;sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury;David Ormsby-Gore, 5th Baron Harlech;Robert Gascoyne-Cecil, 5th Marquess of Salisbury;Hugh Cecil, 1st Baron Quickswood;James Gascoyne-Cecil, 4th Marquess of Salisbury;Lord Eustace Cecil"
Q12724041,Christopher Price,8432,1,1,0,sibling,sibling,HoC,0,rush,Helen Jackson
Q12731310,James Hill,8893,0,0,0,,,,0,,
Q12731414,John Mark Taylor,658,0,0,0,,,,0,,
Q1279583,Tom Driberg,3779,0,0,0,,,,1,,
Q1280733,Charles Coltman-Rogers,7169,0,0,0,,,,0,,
Q1281925,"John FitzGerald, Baron FitzGerald",3977,0,0,0,,,,1,,
Q1282069,"Edward Gordon, Baron Gordon of Drumearn",1701,1,1,0,parent,parent;child,HoC,1,panel;rush,John Gordon
Q1283716,"William Gully, 1st Viscount Selby",1797,0,0,0,,,,1,,
Q1286201,Edmund Dwyer Gray,1723,1,1,0,parent,parent;child,HoC,0,panel;rush,John Gray
Q128956,Harold Wilson,8652,0,0,0,,,,1,,
Q128967,Edward Heath,345,0,0,0,,,,1,,
Q128976,Alec Douglas-Home,3768,1,1,0,indirect,indirect,HoC,1,rush,Lord William Montagu Douglas Scott
Q128985,Harold Macmillan,4867,1,3,1,parent,parent;child;grandchild;indirect,HoC,1,panel;rush,"Julian Amery, Baron Amery of Lustleigh;Maurice Macmillan;David Faber"
Q128995,Anthony Eden,3852,1,2,1,niece/nephew,niece/nephew;indirect,HoC,1,rush,"John Eden, Baron Eden of Winton;Gervase Beckett"
Q12899736,Teddy Taylor,660,0,0,0,,,,0,,
Q12900348,James Plaskitt,552,0,0,0,,,,0,,
Q129006,Clement Attlee,3066,0,0,0,,,,1,,
Q1291778,Edward Bruce Hamley,2211,0,0,0,,,,0,,
Q1292384,Ted Graham,8909,0,0,0,,,,1,,
Q1292752,Edward Joshua Cooper,9001,1,1,0,niece/nephew,niece/nephew,HoC,1,rush,Edward Henry Cooper
Q1292913,Edward Lyons,8484,0,0,0,,,,0,,
Q1292946,Edward Marjoribanks,6488,1,4,1,sibling,sibling;grandparent;uncle/aunt,HoC,1,panel;rush,"Quintin Hogg, Baron Hailsham of St Marylebone;Douglas Hogg;Edward Marjoribanks, 2nd Baron Tweedmouth;Dudley Marjoribanks, 1st Baron Tweedmouth"
Q129679,"Colin Moynihan, 4th Baron Moynihan",5136,0,0,0,,,,1,,
Q12988184,Michael Falcon,3917,0,0,0,,,,0,,
Q12989603,"Henry Holroyd, 3rd Earl of Sheffield",5382,0,0,0,,,,1,,
Q1306769,"John Lee, Baron Lee of Trafford",9321,0,0,0,,,,1,,
Q13132369,William Owen Stanley,900,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel,"Edward Stanley, 2nd Baron Stanley of Alderley;Edward Stanley, 4th Baron Stanley of Alderley"
Q1314430,John Westlake,1023,0,0,0,,,,0,,
Q1314450,"Sir George Elliot, 1st Baronet",1552,1,3,1,parent,parent;child;indirect,HoC,1,panel;rush,"Hugh Elliot;John Elliot;Sir George Elliot, 2nd Baronet"
Q13195141,Paul Holmes,4698,0,0,0,,,,0,,
Q13377499,Richard Gardner,6811,1,1,0,indirect,indirect,HoC,0,rush,Charles Beresford
Q13426124,"Aretas Akers-Douglas, 1st Viscount Chilston",1827,0,0,0,,,,1,,
Q13441368,Stanley Johnson,8125,0,0,0,,,,0,,
Q1346298,Eoin MacNeill,4873,0,0,0,,,,0,,
Q1346375,Robert Torrens,7285,1,1,0,parent,parent;child,HoC,1,panel;rush,Robert Torrens
Q1346720,Thomas Chandler Haliburton,4224,0,0,0,,,,1,,
Q134982,David Lloyd George,2206,1,2,1,parent,parent;child,HoC,1,panel;rush,"Gwilym Lloyd George, 1st Viscount Tenby;Megan Lloyd George"
Q1351076,Eric Bailey,7870,0,0,0,,,,0,,
Q13529737,Vyvyan Adams,44,0,0,0,,,,0,,
Q13529752,James Allason,6408,1,1,0,parent,parent,HoC,0,panel,Rupert Allason
Q13529771,Reginald Applin,3031,0,0,0,,,,0,,
Q13529783,"Wilfrid Ashley, 1st Baron Mount Temple",6383,1,3,1,parent,parent;child;grandchild;niece/nephew,HoC,1,panel;rush,"Evelyn Ashley;Anthony Ashley-Cooper, 7th Earl of Shaftesbury;Anthony Ashley-Cooper, 8th Earl of Shaftesbury"
Q13529787,Jack Aspinwall,3049,0,0,0,,,,0,,
Q13529838,Harry Barnston,3109,0,0,0,,,,0,,
Q13529846,Brian Batsford,3123,0,0,0,,,,0,,
Q13529848,Anthony Beaumont-Dark,3140,0,0,0,,,,0,,
Q13529849,Nicholas Bennett,9079,0,0,0,,,,0,,
Q13529850,Thomas Jewell Bennett,8286,0,0,0,,,,0,,
Q13529851,John Blackburn,2932,0,0,0,,,,0,,
Q13529852,Henry Langton Brackenbury,3312,0,0,0,,,,0,,
Q13529853,Ian Bruce,156,0,0,0,,,,0,,
Q13529854,"Henry Brudenell-Bruce, 5th Marquess of Ailesbury",1288,1,2,1,child,child;sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Ernest Brudenell-Bruce, 3rd Marquess of Ailesbury;Lord Charles Bruce"
Q13529856,Henry Buckingham,3380,0,0,0,,,,0,,
Q13529858,Henry Butler-Johnstone,6615,1,1,0,parent,parent;child,HoC,1,panel;rush,Henry Munro-Butler-Johnstone
Q13529860,Alexander Henry Campbell,6621,0,0,0,,,,0,,
Q13529861,Robert Carden,1328,0,0,0,,,,1,,
Q13529862,William Carlile,1776,0,0,0,,,,0,,
Q13529863,William Compton Carr,9300,0,0,0,,,,0,,
Q13529864,"Sir Robert Cary, 1st Baronet",3455,0,0,0,,,,1,,
Q13529870,Judith Chaplin,2924,0,0,0,,,,1,,
Q13529872,"Hugh Cholmondeley, 2nd Baron Delamere",3501,0,0,0,,,,1,,
Q13529873,Michael Clark,192,0,0,0,,,,0,,
Q13529874,"Sir Edward Coates, 1st Baronet",3538,0,0,0,,,,1,,
Q13529877,Henry Cockayne-Cust,1442,1,3,1,parent,parent;child;sibling;cousin,HoC,1,panel;rush,"Harry Cust;Adelbert Brownlow-Cust, 3rd Earl Brownlow;Charles Cust"
Q13529878,John Cockcroft,3543,0,0,0,,,,0,,
Q13529880,Jack Cohen,8023,0,0,0,,,,1,,
Q13529884,William Craven-Ellis,3619,0,0,0,,,,0,,
Q13529886,William Cross,1425,1,1,0,parent,parent;child,HoC,1,panel;rush,"Richard Assheton Cross, 1st Viscount Cross"
Q13529887,Oliver Crosthwaite-Eyre,3645,0,0,0,,,,0,,
Q13529889,Knox Cunningham,9073,0,0,0,,,,0,,
Q13529890,Philip Hugh Dalbiac,1443,0,0,0,,,,0,,
Q13529891,"John Butcher, 1st Baron Danesfort",2204,1,1,0,sibling,sibling,HoC,1,panel,Samuel H. Butcher
Q13529892,John Dugdale,1518,1,1,0,parent,parent;child,HoC,1,panel;rush,William Stratford Dugdale
Q13529893,John Dumphreys,3808,0,0,0,,,,0,,
Q13529894,James Erskine,8043,0,0,0,,,,1,,
Q13529896,William Feilden,6767,1,1,0,parent,parent;child,HoC,1,panel;rush,Montague Feilden
Q13529900,Nigel Forman,4016,0,0,0,,,,0,,
Q13529901,"Ian Fraser, Baron Fraser of Lonsdale",8960,0,0,0,,,,1,,
Q13529902,Francis Fremantle,7894,0,0,0,,,,1,,
Q13529903,Muriel Gammans,4057,1,1,0,spouse,spouse,HoC,0,rush,"Sir David Gammans, 1st Baronet"
Q13529904,Ernest Gardner,7874,0,0,0,,,,0,,
Q13529905,Charles Samuel Garland,4063,0,0,0,,,,0,,
Q13529906,"John Gathorne-Hardy, 2nd Earl of Cranbrook",1668,1,4,1,parent,parent;child;sibling;grandchild;niece/nephew,HoC,1,panel;rush,"Alfred Gathorne-Hardy;Gathorne Gathorne-Hardy, 1st Earl of Cranbrook;John Hardy;Sir John Hardy, 1st Baronet"
Q13529907,"Sir William Geary, 3rd Baronet",4077,0,0,0,,,,0,,
Q13529908,John Saunders Gilliat,1683,0,0,0,,,,1,,
Q13529909,"Sir John Gilmour, 3rd Baronet",4096,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sir John Gilmour, 2nd Baronet"
Q13529910,"Ralph Glyn, 1st Baron Glyn",8816,0,0,0,,,,1,,
Q13529911,Victor Goodhew,4127,0,0,0,,,,0,,
Q13529912,John Gordon,1770,1,1,0,parent,parent;child,HoC,1,panel;rush,"Edward Gordon, Baron Gordon of Drumearn"
Q13529913,William Gordon,6450,1,2,1,niece/nephew,niece/nephew,HoC,1,rush,"Arthur Hamilton-Gordon, 1st Baron Stanmore;George Hamilton-Gordon, 5th Earl of Aberdeen"
Q13529914,Matthew Banks,9080,0,0,0,,,,0,,
Q13529916,Harry Greenway,9317,0,0,0,,,,0,,
Q13529917,Harry Greer,7972,0,0,0,,,,0,,
Q13529919,James Grimble Groves,4191,0,0,0,,,,0,,
Q13529920,Harold Gurden,4202,0,0,0,,,,0,,
Q13529921,"Lawrence Palk, 1st Baron Haldon",2717,1,1,0,sibling,sibling,HoC,1,panel,Edward Bourchier Hartopp
Q13529922,"Sir George Hamilton, 1st Baronet",7816,0,0,0,,,,1,,
Q13529924,Denis Augustine Hanley,9156,0,0,0,,,,0,,
Q13529925,Ian Hannah,4247,0,0,0,,,,0,,
Q13529926,Patrick Hannon,4249,0,0,0,,,,0,,
Q13529927,George Harcourt,6873,1,4,1,sibling,sibling;uncle/aunt;indirect,HoC,1,panel;rush,"Francis Venables-Vernon-Harcourt;Granville Harcourt-Vernon;Granville Harcourt-Vernon;Montagu Bertie, 6th Earl of Abingdon"
Q13529928,Francis Capel Harrison,7891,0,0,0,,,,1,,
Q13529929,Henry Harrison-Broadley,7598,1,1,0,uncle/aunt,uncle/aunt,HoC,0,rush,William Harrison-Broadley
Q13529930,"Sir William Hart Dyke, 7th Baronet",1869,0,0,0,,,,1,,
Q13529931,John Haslam,4278,1,1,0,sibling,sibling,HoC,0,rush,Lewis Haslam
Q13529933,Robert Henderson,8224,0,0,0,,,,0,,
Q13529935,John Herbert,4337,0,0,0,,,,1,,
Q13529937,"Hugh Seymour, 6th Marquess of Hertford",1100,1,1,0,uncle/aunt,uncle/aunt,HoC,1,rush,Henry Seymour
Q13529938,Lord Augustus Hervey,2264,1,6,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Sir Charles Welby, 5th Baronet;Frederick Hervey, 3rd Marquess of Bristol;Frederick Hervey, 2nd Marquess of Bristol;Frederick Hervey, 4th Marquess of Bristol;Lord Alfred Hervey;Lord Francis Hervey"
Q13529939,Thomas Hewlett,4349,0,0,0,,,,1,,
Q13529941,Charles Frederick Higham,4358,0,0,0,,,,0,,
Q13529942,Edward Brodie Hoare,1910,0,0,0,,,,0,,
Q13529945,Thomas Horsfall,4426,0,0,0,,,,1,,
Q13529946,Joseph Hoult,4434,0,0,0,,,,0,,
Q13529950,Henry Hunloke,4454,1,1,0,indirect,indirect,HoC,1,rush,"William Astor, 3rd Viscount Astor"
Q13529951,Michael Irvine,4489,1,1,0,parent,parent,HoC,0,rush,Arthur Irvine
Q13529953,Tim Janman,4501,0,0,0,,,,0,,
Q13529954,Howard Johnson,2,0,0,0,,,,0,,
Q13529955,"Hylton Jolliffe, 3rd Baron Hylton",4531,1,3,1,parent,parent;child;grandparent;grandchild;uncle/aunt;niece/nephew,HoC,1,panel;rush,"William Sydney Hylton Jolliffe;Hedworth Jolliffe, 2nd Baron Hylton;William Jolliffe, 1st Baron Hylton"
Q13529957,John Kerans,8724,0,0,0,,,,1,,
Q13529958,Henry Kerby,4574,0,0,0,,,,0,,
Q13529959,John Kerr,4576,0,0,0,,,,0,,
Q13529961,Henry Newton Knights,4619,0,0,0,,,,0,,
Q13529962,John Laird,2416,0,0,0,,,,1,,
Q13529963,Joseph Lamb,4628,0,0,0,,,,0,,
