politician_id,politician_name,rushid,has_relative,n_relatives_detected,multiple_relatives,closeness,relation_types,relative_chamber,peerage_linked_flag,relative_sources,relative_examples
Q5128922,Claude Lancaster,8437,0,0,0,,,,0,,
Q5128942,Claude Lowther,7812,1,1,0,indirect,indirect,HoC,0,rush,"Sir John Lowther, 2nd Baronet, of Swillington"
Q5129278,Claudia Webbe,10286,0,0,0,,,,0,,
Q5131308,Clement Davies,8487,0,0,0,,,,0,,
Q5131317,Clement Edwards,7738,0,0,0,,,,0,,
Q5131354,Clement Kinloch-Cooke,4605,0,0,0,,,,0,,
Q5132907,Clifford Cory,3600,0,0,0,,,,1,,
Q5132937,Clifford Erskine-Bolst,3891,0,0,0,,,,0,,
Q5132944,Clifford Forsythe,83,0,0,0,,,,0,,
Q5132948,Clifford Glossop,4111,0,0,0,,,,0,,
Q5132986,Clifford Kenyon,8440,1,1,0,sibling,sibling,HoC,0,rush,Philip Kenyon-Slaney
Q5133073,Clifford Wilcock,6201,0,0,0,,,,0,,
Q5134501,Clive Bossom,3265,1,1,0,parent,parent;child,HoC,1,panel;rush,Alfred Bossom
Q5137028,Clyde Tabor Wilson,7814,0,0,0,,,,0,,
Q5144965,Colin Campbell Mitchell,9222,0,0,0,,,,0,,
Q5145007,Colin Coote,7815,0,0,0,,,,0,,
Q5145473,Mark Patrick,5336,0,0,0,,,,1,,
Q5145479,Colin Phipps,8441,0,0,0,,,,0,,
Q5145480,Colin Pickthall,550,0,0,0,,,,0,,
Q5145563,Colin Shepherd,9223,0,0,0,,,,0,,
Q5145619,Colin Thornton-Kemsley,5979,0,0,0,,,,0,,
Q5145635,Colin Turner,8442,0,0,0,,,,0,,
Q5147310,Collingwood Hughes,7817,0,0,0,,,,1,,
Q5149348,Colquhoun Grant,,0,0,0,,,,1,,
Q5149523,Colum Eastwood,10197,0,0,0,,,,0,,
Q5157932,Con Collins,6349,0,0,0,,,,0,,
Q5158073,Conal Gregory,9347,0,0,0,,,,0,,
Q5161086,Coningsby Disraeli,1786,1,1,0,uncle/aunt,uncle/aunt,HoC,1,rush,Benjamin Disraeli
Q5162141,Conolly Gage,4048,0,0,0,,,,0,,
Q5162256,Conor McGinn,9991,0,0,0,,,,0,,
Q5163567,Constance Monks,5090,0,0,0,,,,0,,
Q516738,Howard Douglas,6728,0,0,0,,,,1,,
Q5167803,Cooper Rawson,5520,0,0,0,,,,0,,
Q5171391,Cornelius Homan,4404,0,0,0,,,,0,,
Q5171428,Cornelius O'Brien,7074,1,2,1,indirect,indirect,HoC,0,rush,James O'Brien;John O'Brien
Q5172959,Corrie Grant,7403,1,1,0,indirect,indirect,HoC,0,rush,Henry Slesser
Q5174245,Cosmo Bonsor,1242,0,0,0,,,,1,,
Q5178470,Courtenay Mansel,4919,0,0,0,,,,1,,
Q5178672,Courtney Stanhope Kenny,2384,0,0,0,,,,0,,
Q5181182,Craig Mackinlay,9797,0,0,0,,,,0,,
Q5181687,"Craigie Aitchison, Lord Aitchison",2986,0,0,0,,,,0,,
Q5182718,Craven Berkeley,6562,1,6,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,"Maurice Berkeley, 1st Baron FitzHardinge;Grantley Berkeley;Charles Berkeley, 3rd Baron FitzHardinge;Francis Berkeley, 2nd Baron FitzHardinge;Grenville Berkeley;Henry FitzHardinge Berkeley"
Q5182868,Crawford Greene,8352,0,0,0,,,,0,,
Q5183008,Crawshay Bailey,6507,0,0,0,,,,0,,
Q5184522,Cresswell Cresswell,3627,1,1,0,sibling,sibling,HoC,1,panel;rush,Addison Cresswell
Q5187561,"Cromartie Sutherland-Leveson-Gower, 4th Duke of Sutherland",893,1,2,1,parent,parent;child;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Lord Ronald Gower;George Sutherland-Leveson-Gower, 3rd Duke of Sutherland"
Q5196793,Cuthbert James,7819,1,2,1,child,child;grandchild,HoC,1,panel,"Walter James, 2nd Baron Northbourne;Walter James, 1st Baron Northbourne"
Q5200623,Cyril Atkinson,6350,0,0,0,,,,0,,
Q5200628,Cyril Banks,9064,0,0,0,,,,0,,
Q5200636,Cyril Bence,3161,0,0,0,,,,0,,
Q5200646,Cyril Black,3220,0,0,0,,,,0,,
Q5200670,Cyril Cobb,7821,0,0,0,,,,0,,
Q5200694,Cyril Dumpleton,3807,0,0,0,,,,0,,
Q5200708,Cyril Fullard Entwistle,3888,0,0,0,,,,0,,
Q5200717,"Cyril Flower, 1st Baron Battersea",1616,0,0,0,,,,1,,
Q5200787,Cyril Lakin,4626,0,0,0,,,,0,,
Q5200833,Cyril Osborne,8446,0,0,0,,,,1,,
Q5200895,Cyril Culverwell,3657,0,0,0,,,,0,,
Q5200901,Cyril Townsend,8447,0,0,0,,,,1,,
Q5203555,D. D. Sheehan,7514,0,0,0,,,,0,,
Q5203673,D. J. Williams,8460,0,0,0,,,,0,,
Q5208989,Dai Davies,10150,0,0,0,,,,0,,
Q5213250,Dan Chater,3485,0,0,0,,,,0,,
Q5213740,Dan Irving,4487,0,0,0,,,,0,,
Q5213768,Dan Jones,8450,1,1,0,child,child,HoC,0,rush,Dari Taylor
Q5214105,Dan Norris,531,0,0,0,,,,0,,
Q5216450,Daniel Awdry,3075,0,0,0,,,,1,,
Q5216636,Daniel Boyle,3305,0,0,0,,,,0,,
Q5216731,Daniel Callaghan,3425,0,0,0,,,,0,,
Q5217151,Daniel Fitzgerald Gabbett,1657,0,0,0,,,,1,,
Q5217170,Daniel Ford Goddard,2094,0,0,0,,,,0,,
Q5217192,Daniel Frankel,4025,0,0,0,,,,0,,
Q5217250,Daniel Gaskell,6813,0,0,0,,,,0,,
Q5217335,Daniel Grant,1717,0,0,0,,,,0,,
Q5217486,Daniel Higford Davall Burr,3407,0,0,0,,,,1,,
Q5217517,Daniel Hopkin,4409,0,0,0,,,,1,,
Q5217948,Daniel Lipson,4722,0,0,0,,,,0,,
Q5218059,Daniel Martin Wilson,9401,0,0,0,,,,0,,
Q5218291,Daniel O'Connell,5245,1,5,1,parent,parent;child;sibling;cousin,HoC,1,panel;rush,Morgan O'Connell;Daniel O'Connell;John O'Connell;Maurice O'Connell;Morgan O'Connell
Q5218300,Daniel O'Donoghue,2688,0,0,0,,,,0,,
Q5218639,Daniel Rowlinson Ratcliff,5512,0,0,0,,,,0,,
Q5218691,Daniel Sandford,5664,0,0,0,,,,1,,
Q5218804,Daniel Somerville,5798,0,0,0,,,,0,,
Q5218904,Daniel Taylor,931,0,0,0,,,,0,,
Q5218924,Daniel Thwaites,5988,1,2,1,grandchild,grandchild;indirect,HoC,1,rush,"Robert Yerburgh;Robert Yerburgh, 1st Baron Alvingham"
Q5218941,Daniel Turner Holmes,7425,1,2,1,grandchild,grandchild;indirect,HoC,1,rush,"Tony Benn;William Wedgwood Benn, 1st Viscount Stansgate"
Q5219087,Daniel Whittle Harvey,6878,0,0,0,,,,0,,
Q5220520,Danny Kinahan,9605,0,0,0,,,,1,,
Q5222678,Dari Taylor,654,1,1,0,parent,parent,HoC,0,rush,Dan Jones
Q5229455,Dave Nellist,5192,0,0,0,,,,0,,
Q5230602,David Adams,38,0,0,0,,,,0,,
Q5230651,David Ainsworth,734,0,0,0,,,,0,,
Q5230772,David Anderson,6396,0,0,0,,,,0,,
Q5230881,David Ashby,3044,0,0,0,,,,0,,
Q5230924,David Austick,3072,0,0,0,,,,0,,
Q5231112,David Barclay,6532,1,1,0,parent,parent;child,HoC,0,panel;rush,Alexander Charles Barclay
Q5231233,"David Beatty, 2nd Earl Beatty",3260,1,1,0,sibling,sibling,HoC,1,panel,Ronald Tree
Q5231290,David Bellotti,2960,0,0,0,,,,0,,
Q5231862,David Brynmor Jones,2132,1,1,0,sibling,sibling,HoC,1,panel,"Leifchild Leif-Jones, 1st Baron Rhayader"
Q5232114,David Campbell,8455,0,0,0,,,,0,,
Q5232276,David Chadwick,1351,0,0,0,,,,0,,
Q5232318,David Charles Erskine,7472,0,0,0,,,,0,,
Q5232413,David Hogg,9125,0,0,0,,,,0,,
Q5232505,David Congdon,3579,0,0,0,,,,0,,
Q5232684,David Crouch,3647,0,0,0,,,,0,,
Q5232857,David Davies,1458,0,0,0,,,,0,,
Q5233107,David Duncan,1520,1,1,0,child,child,HoC,0,rush,James Duncan
Q5233115,David Dundas,6742,0,0,0,,,,1,,
Q5233398,"David Ennals, Baron Ennals",3884,0,0,0,,,,1,,
Q5233403,David Ensor,3885,0,0,0,,,,0,,
Q5233457,David Evans,9372,0,0,0,,,,0,,
Q5233519,David Faber,271,1,1,0,grandparent,grandparent,HoC,1,rush,Harold Macmillan
Q5233685,"David Fleming, Lord Fleming",7831,0,0,0,,,,0,,
Q52340523,Humphrey St John-Mildmay,7030,1,3,1,parent,parent;child;grandparent;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Humphrey St John-Mildmay;Paulet St. John Mildmay;Alexander Baring, 1st Baron Ashburton"
Q5234119,"David Gibson-Watt, Baron Gibson-Watt",4088,0,0,0,,,,1,,
Q5234150,David Gilroy Bevan,3186,0,0,0,,,,0,,
Q5234151,David Ginsburg,4100,0,0,0,,,,0,,
Q5234398,David Grenfell,8465,0,0,0,,,,0,,
Q5234417,David Griffiths,9225,0,0,0,,,,0,,
Q5234715,David Hardie,7823,1,2,1,sibling,sibling,HoC,0,rush,Keir Hardie;George Hardie
Q5234720,David Hardman,4254,0,0,0,,,,0,,
Q5234746,David Harris,9348,0,0,0,,,,0,,
Q5234901,David MacDonald,9411,0,0,0,,,,0,,
Q5235015,David Hinchliffe,355,0,0,0,,,,0,,
Q5235179,David Howarth,9480,0,0,0,,,,0,,
Q5235553,David James,8464,1,2,1,parent,parent;child,HoC,1,panel;rush,Archibald James;Brian Iddon
Q5235570,David James Jenkins,2355,0,0,0,,,,0,,
Q5235586,David Jamieson,386,0,0,0,,,,0,,
Q5235671,David John Morgan,7575,0,0,0,,,,0,,
Q5235718,David Johnstone Pryde,5474,0,0,0,,,,0,,
Q5235723,David Jones,6944,1,1,0,sibling,sibling,HoC,0,rush,John Jones
Q5235963,David Kerr,4578,0,0,0,,,,0,,
Q5235988,David Kidney,413,0,0,0,,,,0,,
Q5236051,"David Kirkwood, 1st Baron Kirkwood",9224,0,0,0,,,,1,,
Q5236086,David Knox,8462,0,0,0,,,,0,,
Q5236311,David Lambie,4631,0,0,0,,,,0,,
Q5236331,David Lane,8470,0,0,0,,,,0,,
Q5236506,David Lepper,428,0,0,0,,,,0,,
Q5236572,David Lewis Davies,7828,0,0,0,,,,0,,
Q5236603,David Lightbown,2939,0,0,0,,,,0,,
Q5236632,"David Lindsay, 28th Earl of Crawford",3092,1,5,1,parent,parent;child;sibling;grandparent;grandchild,HoC,1,panel;rush,"Sir Henry Pelly, 3rd Baronet;Robert Lindsay, 29th Earl of Crawford;James Lindsay, 26th Earl of Crawford;David Lindsay, 27th Earl of Crawford;James Lindsay"
Q5236686,David Llewellyn,8468,0,0,0,,,,1,,
Q5236726,David Lock,444,0,0,0,,,,0,,
Q5236738,David Logan,8459,0,0,0,,,,0,,
Q5236992,David MacIver,2882,0,0,0,,,,1,,
Q5237035,David Madel,458,0,0,0,,,,1,,
Q5237142,David Marquand,4938,1,1,0,parent,parent,HoC,0,rush,Hilary Marquand
Q5237158,David Marshall,470,0,0,0,,,,0,,
Q5237163,David Marshall Mason,7829,1,1,0,parent,parent;child,HoC,0,panel;rush,Stephen Mason
Q5237166,David Martin,9378,0,0,0,,,,1,,
Q5237227,David Matthews,7822,0,0,0,,,,0,,
Q5237595,David Milne Home,2303,0,0,0,,,,1,,
Q5237629,David Mitchell,9226,1,1,0,parent,parent,HoC,1,panel,Andrew Mitchell
Q5237718,David Morgan Adams,39,0,0,0,,,,0,,
Q5237762,David Mort,5125,0,0,0,,,,0,,
Q5237784,David Mudd,5137,0,0,0,,,,0,,
Q5237821,"David Mure, Lord Mure",7058,1,2,1,sibling,sibling;niece/nephew,HoC,0,rush,William Mure;William Mure
Q5237871,David Myles,5168,0,0,0,,,,0,,
Q5238021,David Nicholson,9380,0,0,0,,,,0,,
Q5238136,David O'Connor Henchy,4323,0,0,0,,,,1,,
Q5238183,David Ochterlony Dyce Sombre,5793,0,0,0,,,,1,,
Q5238497,David Penhaligon,5353,0,0,0,,,,0,,
Q5238624,David Pole,5421,0,0,0,,,,0,,
Q5238662,David Porter,9382,0,0,0,,,,0,,
Q5238706,David Price-White,5452,0,0,0,,,,0,,
Q5238709,David Price,8458,0,0,0,,,,0,,
Q5238722,David Prior,562,1,1,0,parent,parent;child,HoC,1,panel;rush,"James Prior, Baron Prior"
Q5238744,David Pugh,6477,0,0,0,,,,0,,
Q5238746,David Pugh,2797,0,0,0,,,,0,,
Q5238778,"David Quibell, 1st Baron Quibell",5487,0,0,0,,,,1,,
Q5238951,David Reed,8452,0,0,0,,,,0,,
Q5238956,"David Rees-Williams, 1st Baron Ogmore",5543,0,0,0,,,,1,,
Q5238989,David Rendel,574,0,0,0,,,,0,,
Q5239023,David Ricardo,5566,1,3,1,sibling,sibling;uncle/aunt;cousin,HoC,0,panel;rush,Osman Ricardo;John Lewis Ricardo;Samson Ricardo
Q5239028,David Richard Pigot,5400,0,0,0,,,,0,,
Q5239121,"David Robertson, 1st Baron Marjoribanks",768,1,1,0,sibling,sibling,HoC,1,panel;rush,Charles Marjoribanks
Q5239125,David Robertson,6499,0,0,0,,,,0,,
Q5239433,David Salomons,814,0,0,0,,,,1,,
Q5239463,David Sanders Davies,7833,0,0,0,,,,0,,
Q5239659,David Shackleton,5712,0,0,0,,,,0,,
Q5239687,David Shaw,9383,0,0,0,,,,0,,
Q5239704,David Sheehy,2160,0,0,0,,,,0,,
Q5239881,David Smith,869,0,0,0,,,,0,,
Q5240093,David Stewart Ker,6958,1,3,1,parent,parent;child;sibling;indirect,HoC,1,panel;rush,David Guardi Ker;Richard Ker;Richard William Blackwood Ker
Q5240284,David Taylor,655,0,0,0,,,,0,,
Q5240339,David Thomas,8457,0,0,0,,,,0,,
Q5240365,David Thomas Jones,8467,0,0,0,,,,0,,
Q5240503,David Trippier,6038,0,0,0,,,,0,,
Q5240760,David Waddington,9427,0,0,0,,,,0,,
Q5240774,David Walder,6115,1,1,0,indirect,indirect,HoC,0,rush,"William Rankine Milligan, Lord Milligan"
Q5240825,David Warburton,9824,0,0,0,,,,0,,
Q5240866,David Watkins,6144,0,0,0,,,,0,,
Q5240884,David Watts Morgan,7834,0,0,0,,,,0,,
Q5240902,David Webster,8469,0,0,0,,,,0,,
Q5240944,David Weitzman,6161,0,0,0,,,,0,,
Q5241134,David Williams,1053,1,1,0,parent,parent;child,HoC,1,panel;rush,"Sir Osmond Williams, 1st Baronet"
Q5241137,David Williams,6486,0,0,0,,,,0,,
Q5241317,David Young,6397,0,0,0,,,,0,,
Q5241730,Davies Gilbert,,0,0,0,,,,0,,
Q5242429,Dawn Butler,9474,0,0,0,,,,0,,
Q5248514,Debra Shipley,609,0,0,0,,,,0,,
Q5254967,Delwyn Williams,9340,0,0,0,,,,0,,
Q5256456,Den Dover,1514,0,0,0,,,,0,,
Q5256980,Denham Jephson-Norreys,5226,0,0,0,,,,1,,
Q5257152,Denis Caulfield Brady,1966,0,0,0,,,,0,,
Q5257153,Denis Caulfield Heron,4340,0,0,0,,,,0,,
Q5257164,Denis Coe,3552,0,0,0,,,,0,,
Q5257313,Denis Keegan,4552,0,0,0,,,,0,,
Q5257317,Denis Kilbride,2886,0,0,0,,,,0,,
Q5257345,Denis Le Marchant,4667,0,0,0,,,,1,,
Q5257380,Denis Maurice O'Conor,2684,1,2,1,parent,parent;child;sibling,HoC,1,panel;rush,Charles Owen O'Conor;Denis O'Conor
Q5257415,Denis Murphy,525,0,0,0,,,,0,,
Q5257434,Denis O'Conor,7082,1,2,1,parent,parent;child,HoC,1,panel;rush,Charles Owen O'Conor;Denis Maurice O'Conor
Q5257515,Denis Shipwright,5736,1,1,0,indirect,indirect,HoC,0,rush,Edward Hain
Q5258290,Dennis Coleridge Boles,3251,0,0,0,,,,0,,
Q5258507,"Dennis Herbert, 1st Baron Hemingford",7837,0,0,0,,,,1,,
Q5258517,Dennis Hobden,4385,0,0,0,,,,0,,
Q52587398,Órfhlaith Begley,10295,0,0,0,,,,0,,
Q5259036,"Dennis Vosper, Baron Runcorn",6096,0,0,0,,,,1,,
Q5259049,Dennis Walters,6127,1,1,0,indirect,indirect,HoC,0,rush,Duncan Sandys
Q5259130,Dennistoun Burney,3405,0,0,0,,,,1,,
Q5259843,Denys Bullard,8472,0,0,0,,,,0,,
Q5259904,Denzil Freeth,4037,0,0,0,,,,0,,
Q5259920,Denzil Roberts Onslow,2700,0,0,0,,,,1,,
Q5261284,"George Vane-Tempest, 5th Marquess of Londonderry",5699,1,5,1,parent,parent;child;sibling;grandparent;grandchild;indirect,HoC,1,panel;rush,"Frederick Stewart, 4th Marquess of Londonderry;Charles Vane-Tempest-Stewart, 7th Marquess of Londonderry;Charles Vane-Tempest-Stewart, 6th Marquess of Londonderry;Lord Adolphus Vane-Tempest;Wentworth Beaumont, 1st Viscount Allendale"
Q5261890,Derek Coombs,3585,0,0,0,,,,0,,
Q5261948,Derek Enright,2938,0,0,0,,,,0,,
Q5261951,Derek Fatchett,75,0,0,0,,,,0,,
Q5262246,"Derek Page, Baron Whaddon",9266,0,0,0,,,,1,,
Q5262373,Derek Spencer,9364,0,0,0,,,,0,,
Q5262429,"Derek Walker-Smith, Baron Broxbourne",6121,1,1,0,parent,parent;child,HoC,1,panel;rush,Jonah Walker-Smith
Q5262483,Derek Wyatt,725,0,0,0,,,,0,,
Q5263331,Derwent Hall Caine,4225,1,1,0,sibling,sibling,HoC,0,panel;rush,Gordon Hall Caine
Q5263565,Des Turner,677,0,0,0,,,,0,,
Q5264702,Desmond Donnelly,3755,0,0,0,,,,0,,
Q5271257,Diana Organ,538,0,0,0,,,,0,,
Q5271919,Diarmuid Lynch,4801,0,0,0,,,,0,,
Q5272842,Dick Douglas,8832,0,0,0,,,,0,,
Q52840153,John Dunn,3508,0,0,0,,,,0,,
Q5287928,Dodgson Hamilton Madden,4887,0,0,0,,,,0,,
Q5290904,"Dominick Browne, 1st Baron Oranmore and Browne",6596,0,0,0,,,,1,,
Q5292214,Don Bennett,7841,0,0,0,,,,0,,
Q5292445,Don Concannon,3578,0,0,0,,,,0,,
Q5293898,Donal Sullivan,2176,0,0,0,,,,0,,
Q5294050,Donald Box,3291,0,0,0,,,,0,,
Q5294081,"Donald Bruce, Baron Bruce of Donington",8475,0,0,0,,,,1,,
Q5294124,Donald Cameron of Lochiel,1318,0,0,0,,,,1,,
Q5294183,Donald Coleman,2965,0,0,0,,,,0,,
Q5294196,Donald Crawford,1412,0,0,0,,,,1,,
Q5294217,Donald Dalrymple,1446,0,0,0,,,,0,,
Q5294521,Donald Horne Macfarlane,2527,0,0,0,,,,0,,
Q5294526,"Donald Howard, 3rd Baron Strathcona and Mount Royal",7842,1,2,1,child,child;sibling;indirect,HoC,1,panel;rush,"John Loder, 2nd Baron Wakehurst;Arthur Jared Palmer Howard"
Q5294625,"Donald Kaberry, Baron Kaberry of Adel",4541,0,0,0,,,,1,,
Q5294744,Donald MacGregor,2531,0,0,0,,,,0,,
Q5294774,Donald Mackenzie Smeaton,5776,0,0,0,,,,1,,
Q5294786,Donald Maclean,7839,0,0,0,,,,0,,
Q5294793,Donald Macmaster,4864,0,0,0,,,,0,,
Q5294842,Donald Johnson,8474,0,0,0,,,,0,,
Q5294915,Donald Murray,7840,0,0,0,,,,0,,
Q5295071,Donald Robert Macgregor,2532,0,0,0,,,,0,,
Q5295126,Donald Scott,8850,0,0,0,,,,1,,
Q5295185,Donald Stewart,8473,0,0,0,,,,0,,
Q5295204,Donald Sumner,5921,0,0,0,,,,0,,
Q5295219,Donald Thompson,9334,0,0,0,,,,0,,
Q5295275,"Donald Wade, Baron Wade",6100,0,0,0,,,,1,,
Q5295315,Donald Williams,8951,0,0,0,,,,0,,
Q5298474,Dorothy Jewson,4524,0,0,0,,,,0,,
Q5298607,Dorothy Rees,5534,0,0,0,,,,0,,
Q5300550,Doug Henderson,347,0,0,0,,,,0,,
Q5300773,Doug Naysmith,528,0,0,0,,,,0,,
Q5301316,Douglas Carnegie,7625,0,0,0,,,,1,,
Q5301387,Douglas Crawford,8551,0,0,0,,,,0,,
Q5301489,Douglas French,9374,0,0,0,,,,0,,
Q5301523,Douglas Glover,4113,0,0,0,,,,0,,
Q5301560,"Douglas Hacking, 1st Baron Hacking",4211,0,0,0,,,,1,,
Q5301586,Douglas Henderson,8477,0,0,0,,,,0,,
Q5301612,"Douglas Houghton, Baron Houghton of Sowerby",4433,0,0,0,,,,1,,
Q5301658,"Douglas Jamieson, Lord Jamieson",9157,0,0,0,,,,0,,
Q5301661,"Douglas Jay, Baron Jay",4505,0,0,0,,,,1,,
Q5301665,"Douglas Johnston, Lord Johnston",8478,0,0,0,,,,0,,
Q5301689,Douglas King,7982,0,0,0,,,,0,,
Q5301738,Douglas Lloyd Savory,8479,0,0,0,,,,0,,
Q5301761,Douglas MacInnes Shaw,7748,0,0,0,,,,0,,
Q5301780,Douglas Marshall,9228,0,0,0,,,,1,,
Q5301891,Douglas Pielou,5398,0,0,0,,,,0,,
Q5301898,Douglas Proby,5466,1,4,1,child,child;niece/nephew,HoC,1,panel,"Arthur Hamilton-Gordon, 1st Baron Stanmore;George Hamilton-Gordon, 5th Earl of Aberdeen;Alexander Hamilton-Gordon;Lord Claud Hamilton"
Q5301900,Douglas Pyne,2801,0,0,0,,,,0,,
Q5301989,Douglas Spencer-Nairn,5823,0,0,0,,,,1,,
Q5302004,Douglas Straight,5895,0,0,0,,,,0,,
Q5302056,Douglas Vickers,7843,0,0,0,,,,1,,
Q5307191,Drew Hendry,9618,0,0,0,,,,0,,
Q5307831,Hartley Booth,9082,0,0,0,,,,0,,
Q5307835,John Crowder,3649,1,1,0,parent,parent;child,HoC,1,panel;rush,Petre Crowder
Q5307870,"Tom Williams, Baron Williams of Barnburgh",8903,0,0,0,,,,1,,
Q5309236,Drummond Shiels,5732,0,0,0,,,,0,,
Q5309662,Dryden Brook,3356,0,0,0,,,,0,,
Q5311870,Dudley Fishburn,2943,0,0,0,,,,0,,
Q5311875,Dudley Fortescue,1633,1,4,1,child,child;sibling;uncle/aunt;cousin,HoC,1,panel;rush,"Hugh Fortescue, 2nd Earl Fortescue;Hugh Fortescue, 4th Earl Fortescue;Hugh Fortescue, 3rd Earl Fortescue;John William Fortescue"
Q5311895,Dudley Joel,4527,0,0,0,,,,1,,
Q5311943,Dudley Pelham,7115,1,2,1,sibling,sibling;uncle/aunt;niece/nephew,HoC,1,panel;rush,"Charles Anderson-Pelham, 3rd Earl of Yarborough;Charles Anderson-Pelham, 2nd Earl of Yarborough"
Q5311965,"Dudley Ryder, 2nd Earl of Harrowby",9115,1,5,1,parent,parent;child;sibling;uncle/aunt;niece/nephew;indirect,HoC,1,panel;rush,"Dudley Ryder, 3rd Earl of Harrowby;Dudley Ryder, 6th Earl of Harrowby;Granville Ryder;Granville Ryder;John Ryder, 5th Earl of Harrowby"
Q5311966,"Dudley Ryder, 3rd Earl of Harrowby",821,1,5,1,parent,parent;child;grandchild;uncle/aunt;niece/nephew;cousin;indirect,HoC,1,panel;rush,"Dudley Ryder, 2nd Earl of Harrowby;Dudley Ryder, 6th Earl of Harrowby;Granville Ryder;Granville Ryder;John Ryder, 5th Earl of Harrowby"
Q5311969,"Dudley Ryder, 6th Earl of Harrowby",7845,1,3,1,parent,parent;child;grandparent;indirect,HoC,1,panel;rush,"Dudley Ryder, 2nd Earl of Harrowby;Dudley Ryder, 3rd Earl of Harrowby;John Ryder, 5th Earl of Harrowby"
Q5311979,Dudley Smith,8480,0,0,0,,,,0,,
Q5312454,Dugald Cowan,7846,0,0,0,,,,0,,
Q5314129,Dunbar Barton,1177,0,0,0,,,,1,,
Q5314327,Duncan Davidson,,0,0,0,,,,1,,
Q5314357,Duncan Campbell,7623,0,0,0,,,,0,,
Q5314475,Duncan Macgregor Graham,7847,0,0,0,,,,0,,
Q5314491,Duncan McCallum,4975,0,0,0,,,,1,,
Q5314516,Duncan McLaren,2540,1,6,1,parent,parent;child;grandparent;grandchild;indirect,HoC,1,panel;rush,"Charles McLaren, 1st Baron Aberconway;Francis McLaren;Henry McLaren;John McLaren;Martin McLaren;Walter McLaren"
Q5314527,"Duncan McNeill, 1st Baron Colonsay",5025,0,0,0,,,,1,,
Q5314642,Duncan Vernon Pirie,5408,0,0,0,,,,1,,
Q5314705,Duncombe Pleydell-Bouverie,3274,1,2,1,sibling,sibling;niece/nephew,HoC,1,panel;rush,Edward Pleydell-Bouverie;Philip Pleydell-Bouverie
Q5318860,Dymoke White,8887,0,0,0,,,,1,,
Q5321871,E. G. Pretyman,2195,0,0,0,,,,1,,
Q5321936,E. J. C. Morton,1812,0,0,0,,,,0,,
Q532347,Angela Browning,155,0,0,0,,,,1,,
Q5331575,Ebby Edwards,7848,0,0,0,,,,0,,
Q5331721,Ebenezer Parkes,2103,0,0,0,,,,0,,
Q5336300,Eddie McGrady,489,0,0,0,,,,0,,
Q533649,Lady Cynthia Mosley,5129,1,2,1,parent,parent;child;spouse,HoC,1,panel;rush,"George Curzon, 1st Marquess Curzon of Kedleston;Oswald Mosley"
Q5337090,Edgar Alfred Bowring,1250,1,1,0,parent,parent;child,HoC,1,panel;rush,John Bowring
Q5337171,Edgar Chatfeild-Clarke,3486,1,1,0,cousin,cousin,HoC,0,panel;rush,Joseph Chamberlain
Q5337267,"Edgar Granville, Baron Granville of Eye",4154,0,0,0,,,,1,,
Q5337269,Edgar Grierson,4176,0,0,0,,,,0,,
Q5337326,Edgar Keatinge,4549,0,0,0,,,,0,,
Q5337436,Edgar Rees Jones,7849,0,0,0,,,,0,,
Q5338643,Edith Picton-Turbervill,5397,0,0,0,,,,1,,
Q5338644,Edith Pitt,5410,0,0,0,,,,0,,
Q5338693,Edith Wills,8482,0,0,0,,,,0,,
Q5338909,"Edmond Roche, 1st Baron Fermoy",7166,1,2,1,parent,parent;child;grandparent;grandchild,HoC,1,panel;rush,"James Roche, 3rd Baron Fermoy;Maurice Roche, 4th Baron Fermoy"
Q5338935,Edmond Wodehouse,1940,0,0,0,,,,1,,
Q5338936,Edmond Wodehouse,6308,0,0,0,,,,1,,
Q5339253,Edmund Ashworth Radford,5490,0,0,0,,,,0,,
Q5339261,Edmund Backhouse,1142,0,0,0,,,,1,,
Q5339272,Edmund Bartley-Denniss,3117,0,0,0,,,,0,,
Q5339302,Edmund Boulnois,1915,0,0,0,,,,0,,
Q5339322,Edmund Brocklebank,3346,0,0,0,,,,0,,
Q5339324,Edmund Broughton Barnard,3107,0,0,0,,,,0,,
Q5339329,Edmund Buckley,6436,1,1,0,parent,parent;indirect,HoC,0,panel;rush,"Sir Edmund Buckley, 1st Baronet"
Q5339450,"Edmund Faber, 1st Baron Faber",9130,1,2,1,sibling,sibling,HoC,1,panel;rush,"George Faber, 1st Baron Wittenham;Walter Faber"
Q5339500,Edmund Gilling Hallewell,4229,0,0,0,,,,0,,
Q5339553,Edmund Kennard,2382,1,2,1,sibling,sibling;uncle/aunt,HoC,1,panel;rush,Coleridge Kennard;Robert Kennard
Q5339628,"Sir Edmund Lacon, 3rd Baronet",2413,0,0,0,,,,1,,
Q5339629,Edmund Lamb,4627,0,0,0,,,,0,,
Q5339634,Edmund Leamy,2049,0,0,0,,,,0,,
Q5339661,Edmund Marshall,9229,0,0,0,,,,0,,
Q5339752,Edmund Potter,2781,0,0,0,,,,1,,
Q5339786,"Edmund Robertson, 1st Baron Lochee",2140,0,0,0,,,,1,,
Q5339798,Edmund Royds,7850,0,0,0,,,,0,,
